index	L1	L2	L3	L4	KO	Function	EC	Count
483	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
566	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
637	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
826	05_Fatty acid oxidation	Fatty acid beta-oxidation I			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
853	05_Fatty acid oxidation	Fatty acid beta-oxidation II (core pathway)			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
975	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K08683	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase	1.1.1.35 1.1.1.178	1
2730	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K05342	treP; alpha,alpha-trehalose phosphorylase	2.4.1.64	1
4904	20_Hydrolysis of polymers	Starch			K05342	treP; alpha,alpha-trehalose phosphorylase	2.4.1.64	1
1114	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
1666	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
6164	21_Cellular response to stress	Response to nitrosative stress			K10764	metZ; O-succinylhomoserine sulfhydrylase	2.5.1.-	1
2071	07_Nucleic acid metabolism	Pyrimidine metabolism			K00560	thyA, TYMS; thymidylate synthase	2.1.1.45	2
5399	21_Cellular response to stress	Cellular response to cation stress			K08814	TRIB1_2; tribbles homolog 1/2		1
5455	21_Cellular response to stress	Cellular response to osmotic stress			K08814	TRIB1_2; tribbles homolog 1/2		1
5878	21_Cellular response to stress	Regulation of response to osmotic stress			K08814	TRIB1_2; tribbles homolog 1/2		1
6542	21_Cellular response to stress	Response to osmotic stress			K08814	TRIB1_2; tribbles homolog 1/2		1
6149	21_Cellular response to stress	Response to nitrosative stress			K04787	mbtA; mycobactin salicyl-AMP ligase	6.3.2.-	1
2205	07_Nucleic acid metabolism	Pyrimidine metabolism			K13421	UMPS; uridine monophosphate synthetase	2.4.2.10 4.1.1.23	4
1208	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00831	serC, PSAT1; phosphoserine aminotransferase	2.6.1.52	1
2745	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01084	G6PC; glucose-6-phosphatase	3.1.3.9	1
4963	20_Hydrolysis of polymers	Starch			K01084	G6PC; glucose-6-phosphatase	3.1.3.9	1
5356	20_Hydrolysis of polymers	Galactose			K01084	G6PC; glucose-6-phosphatase	3.1.3.9	1
5866	21_Cellular response to stress	Cellular response to stress			K00428	E1.11.1.5; cytochrome c peroxidase	1.11.1.5	1
6821	21_Cellular response to stress	Response to oxidative stress			K00428	E1.11.1.5; cytochrome c peroxidase	1.11.1.5	1
969	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05607	AUH; methylglutaconyl-CoA hydratase	4.2.1.18	1
2736	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K03928	yvaK; carboxylesterase	3.1.1.1	2
5768	21_Cellular response to stress	Cellular response to stress			K08803	DAPK; death-associated protein kinase	2.7.11.1	6
6056	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08803	DAPK; death-associated protein kinase	2.7.11.1	6
6363	21_Cellular response to stress	Response to osmotic stress			K08803	DAPK; death-associated protein kinase	2.7.11.1	6
2566	08_Hydrocarbon degradation	Polycyclic aromatics degradation			K13185	DHX30; ATP-dependent RNA helicase DHX30	3.6.4.13	6
5443	21_Cellular response to stress	Cellular response to osmotic stress			K13185	DHX30; ATP-dependent RNA helicase DHX30	3.6.4.13	6
5446	21_Cellular response to stress	Cellular response to osmotic stress			K14442	DHX36, RHAU; ATP-dependent RNA helicase DHX36	3.6.4.13	6
5442	21_Cellular response to stress	Cellular response to osmotic stress			K13184	DHX9; ATP-dependent RNA helicase A	3.6.4.13	6
1117	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1235	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1538	06_Amino acid utilization biosynthesis metabolism	Lysine biosynthesis			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1586	06_Amino acid utilization biosynthesis metabolism	Methionine biosynthesis			K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1637	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
1763	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2	2.7.2.4 1.1.1.3	7
5061	20_Hydrolysis of polymers	Xylose			K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	1.3.1.20 1.1.1.179	1
1489	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K13747	nspC; carboxynorspermidine decarboxylase	4.1.1.96	1
4909	20_Hydrolysis of polymers	Starch			K11809	PGM2L1; glucose-1,6-bisphosphate synthase	2.7.1.106	1
4714	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05362	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase	6.3.2.7	1
966	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
992	06_Amino acid utilization biosynthesis metabolism	Methionine degradation			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
1044	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
1098	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
1151	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
1280	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
1333	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03334	IL4I1; L-amino-acid oxidase	1.4.3.2	1
2648	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K08256	pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase	2.4.1.345	1
1745	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	1
4718	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13	1
4385	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K12944	nudI; nucleoside triphosphatase	3.6.1.-	2
4380	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K08311	nudH; putative (di)nucleoside polyphosphate hydrolase	3.6.1.-	2
3038	12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putrescine transporter [mD:m00300]	K11076	potG; putrescine transport system ATP-binding protein	7.6.2.16	2
938	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K00186	vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	1.2.7.7	1
1351	06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K13498	trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	4.1.1.48 5.3.1.24	2
1717	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K13498	trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	4.1.1.48 5.3.1.24	2
1643	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
1811	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
4721	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
4885	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	1
2611	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K12555	pbp2A; penicillin-binding protein 2A	2.4.1.129 3.4.16.4	1
4877	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K12555	pbp2A; penicillin-binding protein 2A	2.4.1.129 3.4.16.4	1
5276	20_Hydrolysis of polymers	Galactose			K01635	lacD; tagatose 1,6-diphosphate aldolase	4.1.2.40	1
151	01_Fermentation	Mixed acid fermentation			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	2
445	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	2
1550	06_Amino acid utilization biosynthesis metabolism	Histidine biosynthesis, pRpp => histidine			K01693	hisB; imidazoleglycerol-phosphate dehydratase	4.2.1.19	2
5832	21_Cellular response to stress	Cellular response to stress			K13302	SGK1; serum/glucocorticoid-regulated kinase 1	2.7.11.1	3
6120	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13302	SGK1; serum/glucocorticoid-regulated kinase 1	2.7.11.1	3
6427	21_Cellular response to stress	Response to osmotic stress			K13302	SGK1; serum/glucocorticoid-regulated kinase 1	2.7.11.1	3
5834	21_Cellular response to stress	Cellular response to stress			K13304	SGK3; serum/glucocorticoid-regulated kinase 3	2.7.11.1	3
6122	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13304	SGK3; serum/glucocorticoid-regulated kinase 3	2.7.11.1	3
6429	21_Cellular response to stress	Response to osmotic stress			K13304	SGK3; serum/glucocorticoid-regulated kinase 3	2.7.11.1	3
5833	21_Cellular response to stress	Cellular response to stress			K13303	SGK2; serum/glucocorticoid-regulated kinase 2	2.7.11.1	3
6121	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K13303	SGK2; serum/glucocorticoid-regulated kinase 2	2.7.11.1	3
6428	21_Cellular response to stress	Response to osmotic stress			K13303	SGK2; serum/glucocorticoid-regulated kinase 2	2.7.11.1	3
135	01_Fermentation	Mixed acid fermentation			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
177	01_Fermentation	Pyruvate fermentation to butanol			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
523	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
594	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
674	02_Homoacetogenesis	Glycolysis			K11162	RDH14; retinol dehydrogenase 14	1.1.1.-	1
132	01_Fermentation	Mixed acid fermentation			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
174	01_Fermentation	Pyruvate fermentation to butanol			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
520	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
591	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
671	02_Homoacetogenesis	Glycolysis			K11153	RDH12; retinol dehydrogenase 12	1.1.1.300	1
5427	21_Cellular response to stress	Cellular response to osmotic stress			K12820	DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	3.6.4.13	4
2076	07_Nucleic acid metabolism	Pyrimidine metabolism			K00757	udp, UPP; uridine phosphorylase	2.4.2.3	1
2865	09_Carbohydrate Active enzyme - CAZy	Carbohydrate esterase			K01049	ACHE; acetylcholinesterase	3.1.1.7	1
1686	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	1
1706	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	1
4324	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K01627	kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	2.5.1.55	1
734	02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
1849	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03216	trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	2.1.1.207	1
13	01_Fermentation	Bifidobacterium shunt			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
88	01_Fermentation	Heterolactic fermentation			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
237	01_Fermentation	Homolactic fermentation			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
700	02_Homoacetogenesis	Glycolysis			K05715	2PGK; 2-phosphoglycerate kinase	2.7.2.16	1
2163	07_Nucleic acid metabolism	Pyrimidine metabolism			K03041	rpoA1; DNA-directed RNA polymerase subunit A'	2.7.7.6	3
2353	07_Nucleic acid metabolism	Purine metabolism			K03041	rpoA1; DNA-directed RNA polymerase subunit A'	2.7.7.6	3
1376	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00147	proA; glutamate-5-semialdehyde dehydrogenase	1.2.1.41	1
1222	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K01753	dsdA; D-serine dehydratase	4.3.1.18	1
1179	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K00108	betA, CHDH; choline dehydrogenase	1.1.99.1	1
6783	21_Cellular response to stress	Response to osmotic stress			K00108	betA, CHDH; choline dehydrogenase	1.1.99.1	1
2567	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K10222	bphD; 2,6-dioxo-6-phenylhexa-3-enoate hydrolase	3.7.1.8	1
1562	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K00163	aceE; pyruvate dehydrogenase E1 component	1.2.4.1	2
4207	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4430	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4576	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
4760	19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
5107	20_Hydrolysis of polymers	Mannose			K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
6653	21_Cellular response to stress	Response to osmotic stress			K05533	ANP1; mannan polymerase II complex ANP1 subunit	2.4.1.-	1
3644	14_Methanogenesis	From formate			K00441	frhB; coenzyme F420 hydrogenase subunit beta	1.12.98.1	3
3690	14_Methanogenesis	From CO2			K00441	frhB; coenzyme F420 hydrogenase subunit beta	1.12.98.1	3
2520	08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K01590	hdc, HDC; histidine decarboxylase	4.1.1.22	1
2976	11_Nitrogen cycle	Nitrogen Fixation			K02588	nifH; nitrogenase iron protein NifH		2
2416	07_Nucleic acid metabolism	Purine metabolism			K11808	ADE2; phosphoribosylaminoimidazole carboxylase	4.1.1.21	1
1731	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K03652	MPG; DNA-3-methyladenine glycosylase	3.2.2.21	1
6146	21_Cellular response to stress	Response to nitrosative stress			K03652	MPG; DNA-3-methyladenine glycosylase	3.2.2.21	1
1383	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K00286	proC; pyrroline-5-carboxylate reductase	1.5.1.2	1
6625	21_Cellular response to stress	Response to osmotic stress			K04432	MAP2K3, MKK3; mitogen-activated protein kinase kinase 3	2.7.12.2	1
2241	07_Nucleic acid metabolism	Purine metabolism			K00942	E2.7.4.8, gmk; guanylate kinase	2.7.4.8	1
5761	21_Cellular response to stress	Cellular response to stress			K08796	BRSK; BR serine/threonine kinase	2.7.11.1	1
6049	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08796	BRSK; BR serine/threonine kinase	2.7.11.1	1
6356	21_Cellular response to stress	Response to osmotic stress			K08796	BRSK; BR serine/threonine kinase	2.7.11.1	1
2193	07_Nucleic acid metabolism	Pyrimidine metabolism			K08723	yjjG; 5'-nucleotidase	3.1.3.5	1
2402	07_Nucleic acid metabolism	Purine metabolism			K08723	yjjG; 5'-nucleotidase	3.1.3.5	1
5405	21_Cellular response to stress	Cellular response to osmotic stress			K03578	hrpA; ATP-dependent helicase HrpA	3.6.4.13	4
2699	09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K13500	fcbD; chondroitin synthase	2.4.1.175 2.4.1.226	1
1478	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
1651	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
1819	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K12256	spuC; putrescine---pyruvate transaminase	2.6.1.113	1
2810	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01216	bglS; licheninase	3.2.1.73	1
5392	21_Cellular response to stress	Cellular response to cation stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-	1
5448	21_Cellular response to stress	Cellular response to osmotic stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-	1
5871	21_Cellular response to stress	Regulation of response to osmotic stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-	1
6535	21_Cellular response to stress	Response to osmotic stress			K06668	GIN4; serine/threonine-protein kinase GIN4	2.7.11.-	1
5804	21_Cellular response to stress	Cellular response to stress			K08859	STK35, PDIK1, CLIK1; serine/threonine kinase 35	2.7.11.1	2
6092	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08859	STK35, PDIK1, CLIK1; serine/threonine kinase 35	2.7.11.1	2
6399	21_Cellular response to stress	Response to osmotic stress			K08859	STK35, PDIK1, CLIK1; serine/threonine kinase 35	2.7.11.1	2
1664	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to lysine		K07094	pcrB; heptaprenylglyceryl phosphate synthase	2.5.1.-	1
6162	21_Cellular response to stress	Response to nitrosative stress			K07094	pcrB; heptaprenylglyceryl phosphate synthase	2.5.1.-	1
80	01_Fermentation	Heterolactic fermentation			K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
5585	21_Cellular response to stress	Cellular response to stress			K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
1454	06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K06447	astD; succinylglutamic semialdehyde dehydrogenase	1.2.1.71	1
2083	07_Nucleic acid metabolism	Pyrimidine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
2240	07_Nucleic acid metabolism	Purine metabolism			K00940	ndk, NME; nucleoside-diphosphate kinase	2.7.4.6	1
1307	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K14338	cypD_E, CYP102A, CYP505; cytochrome P450 / NADPH-cytochrome P450 reductase	1.14.14.1 1.6.2.4	2
2855	09_Carbohydrate Active enzyme - CAZy	Polysaccharide lyase			K01046	lip, TGL2; triacylglycerol lipase	3.1.1.3	1
723	02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase	3.4.23.43 2.1.1.-	2
1838	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K02236	comC; leader peptidase (prepilin peptidase) / N-methyltransferase	3.4.23.43 2.1.1.-	2
5357	20_Hydrolysis of polymers	Galactose			K01819	E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase	5.3.1.26	1
31	01_Fermentation	Acetylene degradation			K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
62	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
114	01_Fermentation	Mixed acid fermentation			K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
406	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
418	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
428	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
476	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
568	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
628	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
6611	21_Cellular response to stress	Response to osmotic stress			K13980	ADH4; alcohol dehydrogenase 4	1.1.1.1	1
28	01_Fermentation	Acetylene degradation			K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
59	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
111	01_Fermentation	Mixed acid fermentation			K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
403	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
415	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
425	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
473	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
559	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
625	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
6608	21_Cellular response to stress	Response to osmotic stress			K13952	ADH6; alcohol dehydrogenase 6	1.1.1.1	1
27	01_Fermentation	Acetylene degradation			K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
58	01_Fermentation	Glutamate degradation V (via hydroxyglutarate)			K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
110	01_Fermentation	Mixed acid fermentation			K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
402	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to butanoate		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
414	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
424	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol II		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
472	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
556	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
624	01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
6607	21_Cellular response to stress	Response to osmotic stress			K13951	ADH1_7; alcohol dehydrogenase 1/7	1.1.1.1	1
5699	21_Cellular response to stress	Cellular response to stress			K02861	RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1	2.7.11.1	1
