#hmm_accession	TC1	TC2	gene_symbol	length	hmm_description	scope	type	subtype	class	subclass	db_version	hierarchy_node
NF012218.0	          800.000000	          800.000000	erm(38)	386	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(38)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE	CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN	2024-01-31.1	erm(38)
NF000077.1	          600.000000	          600.000000	erm(42)	303	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(42)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	2024-01-31.1	erm(42)
NF000412.1	          500.000000	          500.000000	erm(43)	243	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(43)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	2024-01-31.1	erm(43)
NF000411.1	          525.000000	          525.000000	erm(45)	245	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(45)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	2024-01-31.1	erm(45)
NF042988.1	          503.000000	          503.000000	erm(46)	255	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(46)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/VIRGINIAMYCIN	2024-01-31.1	erm(46)
NF042938.1	          525.000000	          525.000000	erm(55)	270	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(55)	core	AMR	AMR	MACROLIDE	CLARITHROMYCIN	2024-01-31.1	erm(55)
NF012222.1	          475.000000	          475.000000	erm(A)	243	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE	AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN	2024-01-31.1	erm(A)
NF012220.1	          525.000000	          525.000000	erm(B)	245	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2024-01-31.1	erm(B)
NF012219.1	          530.000000	          530.000000	erm(C)	244	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	2024-01-31.1	erm(C)
NF012223.0	          575.000000	          575.000000	erm(F)	266	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/MACROLIDE/STREPTOGRAMIN	2024-01-31.1	erm(F)
NF045543.1	          515.000000	          515.000000	erm(G)	244	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(G)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	2024-01-31.1	erm(G)
NF000087.1	          450.000000	          450.000000	erm(O)	259	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(O)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOMYCIN/PRISTINAMYCIN/TYLOSIN	2024-01-31.1	erm(O)
NF000024.1	          675.000000	          675.000000	erm(S)	319	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(S)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/OSTREOGRYCIN/TYLOSIN	2024-01-31.1	erm(S)
NF000047.1	          500.000000	          500.000000	erm(V)	259	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(V)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/TYLOSIN/VERNAMYCIN B	2024-01-31.1	erm(V)
NF040807.1	          250.000000	          220.000000	espF	252	type III secretion system LEE effector EspF	plus	VIRULENCE	VIRULENCE			2024-01-31.1	espF
NF033149.0	          500.000000	          500.000000	estDL136	310	chloramphenicol hydrolase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	2024-01-31.1	estDL136
NF041759.1	          450.000000	          450.000000	estT	278	macrolide hydrolase EstT	core	AMR	AMR	MACROLIDE	TYLOSIN	2024-01-31.1	estT
NF000218.1	          900.000000	          900.000000	fexA	475	chloramphenicol/florfenicol efflux MFS transporter FexA	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	2024-01-31.1	fexA
NF040856.1	          950.000000	          950.000000	fexB	469	chloramphenicol/florfenicol efflux MFS transporter FexB	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	2024-01-31.1	fexB
NF000219.1	          700.000000	          700.000000	floR	404	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	2024-01-31.1	floR
NF000338.1	          550.000000	          550.000000	fomA	266	fosfomycin resistance kinase FomA	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fomA
NF000361.1	          400.000000	          400.000000	fomB	325	FomB family phosphonate monophosphate kinase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fomB
NF000339.2	          275.000000	          275.000000	fos	134	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fos-Crono
NF033405.1	          270.000000	          270.000000	fos	135	fosfomycin resistance glutathione transferase FosLL	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosLL
NF000496.1	          190.000000	          190.000000	fos	131	fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fos_GT
NF000125.1	          250.000000	          250.000000	fos	129	Fos family putative thiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fos_related
NF040540.1	          310.000000	          310.000000	fosA	139	FosA5 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosA5_fam
NF000094.1	          275.000000	          275.000000	fosA	135	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosA_PA1129
NF000221.4	          250.000000	          250.000000	fosA	137	FosA family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosA_gen
NF000075.1	          275.000000	          275.000000	fosA	138	FosA3/FosA4 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fos_A3_A4
NF000026.1	          275.000000	          275.000000	fosA	141	FosA/FosA2 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fos_A_A2
NF032892.0	          305.000000	          305.000000	fosA7	140	FosA7 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosA7_fam
NF033933.0	          300.000000	          300.000000	fosA8	138	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosA8_fam
NF000098.1	          295.000000	          295.000000	fosB	138	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosB-Bcer
NF000085.1	          260.000000	          260.000000	fosB	139	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosB-Saur
NF000063.1	          300.000000	          300.000000	fosB	142	FosB family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosB-Sepi
NF000493.1	          240.000000	          240.000000	fosB	137	FosB/FosD family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosB_gen
NF041541.1	          290.000000	          290.000000	fosB	138	FosBx1 family fosfomycin resistance bacillithiol transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosBx1-fam
NF000122.1	          350.000000	          350.000000	fosC	182	fosfomycin resistance kinase FosC	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosC
NF000074.1	          250.000000	          250.000000	fosC2	132	FosC2 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosC2
NF000494.1	          280.000000	          280.000000	fosF	132	fosfomycin resistance glutathione transferase FosF	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosF
NF000467.1	          240.000000	          240.000000	fosG	132	FosG family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosG
NF000495.1	          280.000000	          280.000000	fosK	132	fosfomycin resistance glutathione transferase FosK	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosK
NF038306.1	          255.000000	          255.000000	fosM	137	FosM family fosfomycin resistance protein	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosM
NF038311.1	          295.000000	          295.000000	fosU	137	FosU family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosU
NF000222.1	          170.000000	          170.000000	fosX	127	FosX/FosE/FosI family fosfomycin resistance hydrolase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosX_gen
NF041542.1	          270.000000	          270.000000	fosXCC	130	fosfomycin resistance hydrolase FosXCC	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosXCC
NF040802.1	          305.000000	          305.000000	fosY	140	fosfomycin resistance bacillithiol transferase FosY	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	2024-01-31.1	fosY
NF000340.1	          375.000000	          375.000000	fusB	213	FusB family fusidic acid resistance EF-G-binding protein	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	2024-01-31.1	fusB_set
NF000341.1	          400.000000	          400.000000	fusC	212	FusC family fusidic acid resistance EF-G-binding protein	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	2024-01-31.1	fusC_set
NF000460.1	          450.000000	          450.000000	fusD	213	FusD family fusidic acid resistance EF-G-binding protein	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	2024-01-31.1	fusD
NF000503.1	          435.000000	          400.000000	fusF	214	fusidic acid resistance EF-G-binding protein FusF	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	2024-01-31.1	fusF
NF000157.1	          999.000000	          999.000000	fusH	520	fusidic acid esterase FusH	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	2024-01-31.1	fusH
NF038208.1	          170.000000	          170.000000	gar	167	Gar/GrdA family gentamicin resistance ATP-binding protein	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	2024-01-31.1	garos_AAA
NF041254.1	          750.000000	          750.000000	helR	706	RNA polymerase recycling motor ATPase HelR	plus	AMR	AMR	RIFAMYCIN	RIFAMYCIN	2024-01-31.1	helR
NF000343.1	          950.000000	          950.000000	iri	479	rifampin monooxygenase Iri	core	AMR	AMR	RIFAMYCIN	RIFAMPIN	2024-01-31.1	iri
NF000363.1	          350.000000	          350.000000	kamB	216	16S rRNA (adenine(1408)-N(1))-methyltransferase KamB	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	kamB
NF000236.1	          300.000000	          300.000000	lnu(A)	161	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(A)
NF000153.1	          340.000000	          340.000000	lnu(AN2)	170	lincosamide nucleotidyltransferase Lnu(AN2)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(AN2)
NF000235.3	          525.000000	          525.000000	lnu(B)	267	lincosamide nucleotidyltransferase Lnu(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(B)
NF000141.1	          300.000000	          300.000000	lnu(C)	164	lincosamide nucleotidyltransferase Lnu(C)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(C)
NF000017.1	          325.000000	          325.000000	lnu(D)	164	lincosamide nucleotidyltransferase Lnu(D)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(D)
NF000478.2	          350.000000	          350.000000	lnu(E)	160	lincosamide nucleotidyltransferase Lnu(E)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(E)
NF000119.1	          450.000000	          450.000000	lnu(F)	273	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(F)
NF033182.0	          525.000000	          525.000000	lnu(G)	267	lincosamide nucleotidyltransferase Lnu(G)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(G)
NF040958.1	          540.000000	          540.000000	lnu(H)	256	lincosamide nucleotidyltransferase Lnu(H)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(H)
NF000061.1	          300.000000	          300.000000	lnu(P)	166	lincosamide nucleotidyltransferase Lnu(P)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	2024-01-31.1	lnu(P)
NF000167.1	          750.000000	          750.000000	lsa	493	Lsa family ABC-F type ribosomal protection protein	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	2024-01-31.1	lsa
NF000465.1	         1100.000000	         1100.000000	mcr-1	541	MCR-1 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-1
NF033862.2	         1250.000000	         1250.000000	mcr-10	539	MCR-10 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-10
NF012159.0	         1200.000000	         1200.000000	mcr-2	538	MCR-2 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-2
NF033408.5	         1225.000000	         1225.000000	mcr-3	540	MCR-3 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-3
NF033409.0	         1075.000000	         1075.000000	mcr-3	535	MCR-3-related phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-3_set
NF033462.1	         1225.000000	         1225.000000	mcr-4	541	MCR-4 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-4
NF033463.1	         1250.000000	         1250.000000	mcr-5	547	MCR-5 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-5
NF033670.1	         1235.000000	         1235.000000	mcr-6	538	MCR-6 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-6
NF033671.1	         1250.000000	         1250.000000	mcr-7	539	MCR-7 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-7
NF033669.1	         1250.000000	         1250.000000	mcr-8	565	MCR-8 family phosphoethanolamine--lipid A transferase	core	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-8
NF033836.1	         1240.000000	         1240.000000	mcr-9	539	MCR-9 family phosphoethanolamine--lipid A transferase	plus	AMR	AMR	COLISTIN	COLISTIN	2024-01-31.1	mcr-9
NF000237.1	          750.000000	          750.000000	mec	668	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mec_gen
NF000409.1	         1490.000000	         1490.000000	mecA	668	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecA
NF000410.1	         1480.000000	         1480.000000	mecA1	666	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecA1
NF000408.1	         1525.000000	         1525.000000	mecA2	668	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecA2
NF000406.1	         1450.000000	         1450.000000	mecB	674	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecB
NF000407.1	         1500.000000	         1500.000000	mecC	665	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecC
NF033378.1	         1450.000000	         1450.000000	mecD	678	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecD	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecD
NF000243.1	          250.000000	          250.000000	mecI	123	mecA-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecI_of_mecA
NF000244.1	          250.000000	          250.000000	mecI	125	mecC-type methicillin resistance repressor MecI	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecI_of_mecC
NF033109.1	         1200.000000	         1200.000000	mecR1	585	beta-lactam sensor/signal transducer MecR1	core	AMR	AMR	BETA-LACTAM	METHICILLIN	2024-01-31.1	mecR1
NF000245.1	          675.000000	          675.000000	mef(A)	405	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2024-01-31.1	mef(A)
NF000051.1	          800.000000	          800.000000	mef(B)	409	macrolide efflux MFS transporter Mef(B)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2024-01-31.1	mef(B)
NF000246.1	          870.000000	          870.000000	mef(C)	407	macrolide efflux MFS transporter Mef(C)	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	2024-01-31.1	mef(C)
NF000154.1	          800.000000	          800.000000	mef(En2)	401	macrolide efflux MFS transporter Mef(En2)	core	AMR	AMR	MACROLIDE	MACROLIDE	2024-01-31.1	mef(En2)
NF000131.1	          850.000000	          850.000000	mepA	451	multidrug efflux MATE transporter MepA	plus	AMR	AMR	TETRACYCLINE	TIGECYCLINE	2024-01-31.1	mepA
TIGR02053.1	          454.450012	          454.450012	merA	465	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merA
NF033555.1	          200.000000	          200.000000	merB	181	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	2024-01-31.1	merB
NF033784.1	          140.000000	          140.000000	merC	123	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	2024-01-31.1	merC
NF033783.1	          170.000000	          170.000000	merD	121	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merD
NF010310.2	           80.000000	           80.000000	merE	76	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merE
NF033565.0	           50.000000	           50.000000	merF	59	mercury resistance system transport protein MerF	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merF
NF033786.1	          350.000000	          350.000000	merG	217	phenylmercury resistance protein MerG	plus	STRESS	METAL	MERCURY	PHENYLMERCURY	2024-01-31.1	merG
TIGR02052.1	           92.550003	           92.550003	merP	92	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	MerP_Gneg
NF010315.0	          261.000000	          261.000000	merR	144	Hg(II)-responsive transcriptional regulator	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merR_Ps
NF033560.1	          130.000000	          130.000000	merT	97	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	2024-01-31.1	merT_RC607
NF033834.1	          750.000000	          750.000000	mexA	373	multidrug efflux RND transporter periplasmic adaptor subunit MexA	plus	AMR	AMR	EFFLUX	EFFLUX	2024-01-31.1	mexA
NF000249.1	          800.000000	          800.000000	mexE	414	MexE family multidrug efflux RND transporter periplasmic adaptor subunit	plus	AMR	AMR	EFFLUX	EFFLUX	2024-01-31.1	mexE
NF033129.1	          700.000000	          700.000000	mgt	393	macrolide-inactivating glycosyltransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN/TYLOSIN	2024-01-31.1	mgt
NF000241.1	          500.000000	          500.000000	mph	293	Mph(E)/Mph(G) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	2024-01-31.1	mph_3
NF000254.1	          550.000000	          550.000000	mph(A)	293	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	2024-01-31.1	mph(A)
NF000242.2	          615.000000	          615.000000	mph(B)	299	Mph(B) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	2024-01-31.1	mph(B)
NF000240.1	          550.000000	          550.000000	mph(C)	299	Mph(C) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	2024-01-31.1	mph(C)
NF012158.1	          640.000000	          640.000000	mph(E)	294	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	2024-01-31.1	mph(E)
NF000255.1	          650.000000	          650.000000	mph(F)	299	Mph(F) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	ERYTHROMYCIN	2024-01-31.1	mph(F)
NF038057.1	          612.000000	          612.000000	mphL	298	macrolide 2'-phosphotransferase MphL	core	AMR	AMR	MACROLIDE	MACROLIDE	2024-01-31.1	mphL
NF038056.1	          610.000000	          610.000000	mphM	298	macrolide 2'-phosphotransferase MphM	core	AMR	AMR	MACROLIDE	MACROLIDE	2024-01-31.1	mphM
NF000168.1	          700.000000	          700.000000	msr	483	Msr family ABC-F type ribosomal protection protein	core	AMR	AMR	MACROLIDE	MACROLIDE	2024-01-31.1	msr
NF000256.1	         1100.000000	         1100.000000	msr(A)	488	ABC-F type ribosomal protection protein Msr(A)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	2024-01-31.1	msr(A)
NF000257.1	         1900.000000	         1900.000000	mupA	1024	mupirocin-resistant isoleucine--tRNA ligase MupA	core	AMR	AMR	MUPIROCIN	MUPIROCIN	2024-01-31.1	mupA
NF000258.1	         1900.000000	         1900.000000	mupB	1033	mupirocin-resistant isoleucine--tRNA ligase MupB	core	AMR	AMR	MUPIROCIN	MUPIROCIN	2024-01-31.1	mupB
NF000476.1	          625.000000	          625.000000	myrA	295	23S rRNA (guanine(748)-N(1))-methyltransferase MyrA	core	AMR	AMR	MACROLIDE	TYLOSIN	2024-01-31.1	myrA
NF000261.1	          260.000000	          260.000000	nim	153	NimABCDEF family 5-nitroimidazole reductase	core	AMR	AMR	NITROIMIDAZOLE	NITROIMIDAZOLE	2024-01-31.1	nimABCDEF
NF000262.1	          270.000000	          270.000000	nimIJ	151	NimIJ family nitroimidazole resistance protein	core	AMR	AMR	NITROIMIDAZOLE	NITROIMIDAZOLE	2024-01-31.1	nimIJ
NF000263.1	          950.000000	          950.000000	norM	459	multidrug efflux MATE transporter NorM	plus	AMR	AMR	EFFLUX	EFFLUX	2024-01-31.1	norM
NF000030.1	          450.000000	          450.000000	npmA	219	16S rRNA (adenine(1408)-N(1))-methyltransferase NpmA	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	npmA
NF040634.1	          460.000000	          460.000000	npmB	217	16S rRNA (adenine(1408)-N(1))-methyltransferase NpmB	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	npmB
NF000035.1	          500.000000	          500.000000	nshR	274	NshR family nosiheptide/thiostrepton resistance 23S rRNA methyltransferase	core	AMR	AMR	THIOSTREPTON	THIOSTREPTON	2024-01-31.1	nshR
NF000477.1	          425.000000	          360.000000	nshR	266	NshR/TsnR family 23S rRNA methyltransferase	core	AMR	AMR	THIOSTREPTON	THIOSTREPTON	2024-01-31.1	nshR_tsnR
NF000362.1	          700.000000	          700.000000	oleI	424	OleI family self-immunity macrolide glycosyltransferase	core	AMR	AMR	MACROLIDE	OLEANDOMYCIN	2024-01-31.1	oleI
NF000514.1	         1450.000000	         1000.000000	optrA	655	ABC-F type ribosomal protection protein OptrA	core	AMR	AMR	PHENICOL/OXAZOLIDINONE	FLORFENICOL/OXAZOLIDINONE	2024-01-31.1	optrA
NF000272.1	          875.000000	          875.000000	oqxA	391	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	2024-01-31.1	oqxA
NF000037.1	         2200.000000	         2200.000000	oqxB	1050	multidrug efflux RND transporter permease subunit OqxB	core	AMR	AMR	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	2024-01-31.1	oqxB
NF000120.3	          900.000000	          900.000000	otr(A)	608	tetracycline resistance ribosomal protection protein Otr(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	otr(A)
NF000095.1	          999.000000	          999.000000	otr(B)	563	oxytetracycline resistance efflux MFS transporter OtrB	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	otr(B)
NF000072.1	          800.000000	          800.000000	pexA	415	phenicol efflux MFS transporter PexA	core	AMR	AMR	PHENICOL	PHENICOL	2024-01-31.1	pexA
NF000089.1	          900.000000	          900.000000	qac	514	QacA/B family quaternary ammonium compound efflux MFS transporter	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	MFS_efflux_qac
NF033137.0	          188.000000	          188.000000	qac	109	Qac family quaternary ammonium compound efflux SMR transporter	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	SMR_qac_int
NF000148.1	          200.000000	          200.000000	qac	110	Qac-pB8 family quaternary ammonium compound efflux SMR transporter	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	SMR_qac_pB8
NF000384.1	          160.000000	          160.000000	qac	107	QacCGHJ group quaternary ammonium compound efflux SMR transporter	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacCGHJ
