LBYQ01000006.1_13	f6d459b0ffac2bf5365b431bf1942f2e	118	Pfam	PF18924	Protein of unknown function (DUF5674)	7	103	7.1E-23	T	10-07-2023	IPR043731	Protein of unknown function DUF5674
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	TIGRFAM	TIGR02504	NrdJ_Z: ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent	47	687	2.0E-193	T	10-07-2023	IPR013344	Ribonucleotide reductase, adenosylcobalamin-dependent
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	354	365	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	529	556	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	198	217	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	488	511	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	422	445	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	PRINTS	PR01183	Ribonucleotide reductase large chain signature	460	482	3.9E-26	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	SUPERFAMILY	SSF51998	PFL-like glycyl radical enzymes	122	688	2.17E-131	T	10-07-2023	-	-
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	Pfam	PF02867	Ribonucleotide reductase, barrel domain	123	677	1.2E-146	T	10-07-2023	IPR000788	Ribonucleotide reductase large subunit, C-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	Pfam	PF00317	Ribonucleotide reductase, all-alpha domain	40	117	1.6E-22	T	10-07-2023	IPR013509	Ribonucleotide reductase large subunit, N-terminal
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	CDD	cd02888	RNR_II_dimer	93	679	0.0	T	10-07-2023	IPR013344	Ribonucleotide reductase, adenosylcobalamin-dependent
LBYQ01000013.1_5	72be7184a19bead1dff60314f109a843	944	MobiDBLite	mobidb-lite	consensus disorder prediction	389	417	-	T	10-07-2023	-	-
LBYQ01000016.1_3	39b4268be69c1dede7f1c12c4e0097f9	227	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	1	221	6.68E-59	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
LBYQ01000016.1_3	39b4268be69c1dede7f1c12c4e0097f9	227	Pfam	PF00483	Nucleotidyl transferase	2	220	2.0E-41	T	10-07-2023	IPR005835	Nucleotidyl transferase domain
LBYQ01000016.1_3	39b4268be69c1dede7f1c12c4e0097f9	227	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	1	226	4.6E-61	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
LBYQ01000016.1_3	39b4268be69c1dede7f1c12c4e0097f9	227	PANTHER	PTHR43532	GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE	1	219	9.4E-67	T	10-07-2023	IPR005907	Glucose-1-phosphate thymidylyltransferase, short form
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Pfam	PF02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	189	305	3.3E-28	T	10-07-2023	IPR011601	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	ProSiteProfiles	PS51387	PCMH-type FAD-binding domain profile.	15	184	15.375587	T	10-07-2023	IPR016166	FAD-binding domain, PCMH-type
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	PANTHER	PTHR21071	UDP-N-ACETYLENOLPYRUVOYLGLUCOSAMINE REDUCTASE	3	306	5.2E-80	T	10-07-2023	IPR003170	UDP-N-acetylenolpyruvoylglucosamine reductase
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Hamap	MF_00037	UDP-N-acetylenolpyruvoylglucosamine reductase [murB].	1	314	72.671844	T	10-07-2023	IPR003170	UDP-N-acetylenolpyruvoylglucosamine reductase
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Gene3D	G3DSA:3.30.43.10	-	1	71	1.1E-21	T	10-07-2023	IPR016167	FAD-binding, type PCMH, subdomain 1
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	TIGRFAM	TIGR00179	murB: UDP-N-acetylenolpyruvoylglucosamine reductase	10	306	1.6E-66	T	10-07-2023	IPR003170	UDP-N-acetylenolpyruvoylglucosamine reductase
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	SUPERFAMILY	SSF56194	Uridine diphospho-N-Acetylenolpyruvylglucosamine reductase, MurB, C-terminal domain	189	308	1.44E-27	T	10-07-2023	IPR036635	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain superfamily
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	SUPERFAMILY	SSF56176	FAD-binding/transporter-associated domain-like	8	196	2.19E-38	T	10-07-2023	IPR036318	FAD-binding, type PCMH-like superfamily
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Gene3D	G3DSA:3.90.78.10	-	205	312	2.8E-27	T	10-07-2023	IPR036635	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain superfamily
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Pfam	PF01565	FAD binding domain	21	147	1.9E-21	T	10-07-2023	IPR006094	FAD linked oxidase, N-terminal
LBYQ01000001.1_63	b00645489f801b84422b1b530c90adf9	314	Gene3D	G3DSA:3.30.465.10	-	74	203	3.0E-38	T	10-07-2023	IPR016169	FAD-binding, type PCMH, subdomain 2
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	PANTHER	PTHR10491	DTDP-4-DEHYDRORHAMNOSE REDUCTASE	2	279	1.0E-65	T	10-07-2023	IPR005913	dTDP-4-dehydrorhamnose reductase family
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	CDD	cd05254	dTDP_HR_like_SDR_e	3	276	4.42224E-106	T	10-07-2023	-	-
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	Gene3D	G3DSA:3.40.50.720	-	4	270	7.9E-96	T	10-07-2023	-	-
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	1	281	2.0E-79	T	10-07-2023	IPR036291	NAD(P)-binding domain superfamily
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	Pfam	PF04321	RmlD substrate binding domain	3	281	5.1E-87	T	10-07-2023	IPR029903	RmlD-like substrate binding domain
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	Gene3D	G3DSA:3.90.25.10	-	162	276	7.9E-96	T	10-07-2023	-	-
LBYQ01000005.1_5	ddbe1a0f12a0503975c8da74a06a954b	286	TIGRFAM	TIGR01214	rmlD: dTDP-4-dehydrorhamnose reductase	3	280	4.5E-90	T	10-07-2023	IPR005913	dTDP-4-dehydrorhamnose reductase family
LBYQ01000001.1_17	1c29626a29f2dd7b53b4a5b364173554	173	Pfam	PF20329	Family of unknown function (DUF6624)	32	161	1.1E-22	T	10-07-2023	IPR046732	Protein of unknown function DUF6624
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	Gene3D	G3DSA:3.90.1030.10	Ribosomal protein L17	1	73	1.8E-18	T	10-07-2023	IPR036373	Ribosomal protein L17 superfamily
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	TIGRFAM	TIGR00059	L17: ribosomal protein bL17	2	73	3.4E-20	T	10-07-2023	IPR000456	Ribosomal protein L17
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	PANTHER	PTHR14413	RIBOSOMAL PROTEIN L17	2	113	9.4E-18	T	10-07-2023	IPR000456	Ribosomal protein L17
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	MobiDBLite	mobidb-lite	consensus disorder prediction	83	120	-	T	10-07-2023	-	-
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	Pfam	PF01196	Ribosomal protein L17	2	72	1.7E-18	T	10-07-2023	IPR000456	Ribosomal protein L17
LBYQ01000003.1_28	27d3898d9061d298690bccdeea6daa01	120	SUPERFAMILY	SSF64263	Prokaryotic ribosomal protein L17	2	75	1.44E-18	T	10-07-2023	IPR036373	Ribosomal protein L17 superfamily
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	ProSitePatterns	PS00723	Polyprenyl synthases signature 1.	126	140	-	T	10-07-2023	IPR033749	Polyprenyl synthetase, conserved site
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	ProSitePatterns	PS00444	Polyprenyl synthases signature 2.	261	273	-	T	10-07-2023	IPR033749	Polyprenyl synthetase, conserved site
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	Gene3D	G3DSA:1.10.600.10	Farnesyl Diphosphate Synthase	41	383	3.9E-78	T	10-07-2023	IPR008949	Isoprenoid synthase domain superfamily
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	SFLD	SFLDG01017	Polyprenyl Transferase Like	52	377	0.0	T	10-07-2023	-	-
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	SFLD	SFLDS00005	Isoprenoid Synthase Type I	52	377	0.0	T	10-07-2023	-	-
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	Pfam	PF00348	Polyprenyl synthetase	84	333	5.4E-53	T	10-07-2023	IPR000092	Polyprenyl synthetase
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	PANTHER	PTHR12001	GERANYLGERANYL PYROPHOSPHATE SYNTHASE	35	378	2.6E-32	T	10-07-2023	-	-
LBYQ01000017.1_1	5b9bfc219ab349ecb70c05f49903da89	383	SUPERFAMILY	SSF48576	Terpenoid synthases	67	381	3.06E-67	T	10-07-2023	IPR008949	Isoprenoid synthase domain superfamily
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	PANTHER	PTHR47618	BIFUNCTIONAL OLIGORIBONUCLEASE AND PAP PHOSPHATASE NRNA	172	285	5.7E-13	T	10-07-2023	-	-
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	SUPERFAMILY	SSF64182	DHH phosphoesterases	173	260	2.44E-9	T	10-07-2023	IPR038763	DHH phosphoesterase superfamily
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	MobiDBLite	mobidb-lite	consensus disorder prediction	313	335	-	T	10-07-2023	-	-
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	MobiDBLite	mobidb-lite	consensus disorder prediction	287	312	-	T	10-07-2023	-	-
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	Gene3D	G3DSA:3.90.1640.10	-	79	257	3.0E-14	T	10-07-2023	-	-
LBYQ01000006.1_8	8785f0d611b06a927c6f321c74e40ef7	335	MobiDBLite	mobidb-lite	consensus disorder prediction	287	335	-	T	10-07-2023	-	-
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	FunFam	G3DSA:2.40.50.100:FF:000060	Apicoplast ribosomal protein L27	6	81	1.9E-25	T	10-07-2023	-	-
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	Gene3D	G3DSA:2.40.50.100	-	6	80	2.2E-22	T	10-07-2023	-	-
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	PANTHER	PTHR15893	RIBOSOMAL PROTEIN L27	1	80	1.5E-28	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	TIGRFAM	TIGR00062	L27: ribosomal protein bL27	1	80	6.4E-28	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	SUPERFAMILY	SSF110324	Ribosomal L27 protein-like	2	78	2.09E-26	T	10-07-2023	-	-
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	10-07-2023	-	-
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	PRINTS	PR00063	Ribosomal protein L27 signature	29	53	4.6E-29	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	PRINTS	PR00063	Ribosomal protein L27 signature	4	28	4.6E-29	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	PRINTS	PR00063	Ribosomal protein L27 signature	54	78	4.6E-29	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000018.1_4	74af4896666582fa26ce3d1ee083747d	81	Pfam	PF01016	Ribosomal L27 protein	2	80	6.9E-31	T	10-07-2023	IPR001684	Ribosomal protein L27
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Pfam	PF04983	RNA polymerase Rpb1, domain 3	569	709	1.6E-15	T	10-07-2023	IPR007066	RNA polymerase Rpb1, domain 3
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	SMART	SM00663	rpolaneu7	318	594	9.8E-146	T	10-07-2023	IPR006592	RNA polymerase, N-terminal
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Pfam	PF04997	RNA polymerase Rpb1, domain 1	7	422	1.3E-77	T	10-07-2023	IPR007080	RNA polymerase Rpb1, domain 1
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Hamap	MF_01322	DNA-directed RNA polymerase subunit beta' [rpoC].	1	1224	16.537279	T	10-07-2023	IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Pfam	PF04998	RNA polymerase Rpb1, domain 5	817	1173	1.1E-54	T	10-07-2023	IPR007081	RNA polymerase Rpb1, domain 5
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:1.10.150.390	-	1176	1230	4.5E-22	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Coils	Coil	Coil	141	168	-	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	CDD	cd02655	RNAP_beta'_C	955	1219	8.07185E-98	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:2.40.50.100	-	1010	1075	3.5E-60	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Coils	Coil	Coil	1226	1231	-	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	PANTHER	PTHR19376	DNA-DIRECTED RNA POLYMERASE	12	988	1.3E-216	T	10-07-2023	IPR045867	DNA-directed RNA polymerase, subunit beta-prime
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Coils	Coil	Coil	712	732	-	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:2.40.40.20	-	415	577	6.9E-46	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Pfam	PF00623	RNA polymerase Rpb1, domain 2	424	565	7.5E-33	T	10-07-2023	IPR000722	RNA polymerase, alpha subunit
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:4.10.860.120	RNA polymerase II, clamp domain	2	118	5.3E-24	T	10-07-2023	IPR044893	RNA polymerase Rpb1, clamp domain superfamily
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	CDD	cd01609	RNAP_beta'_N	5	864	0.0	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:1.10.40.90	-	452	493	6.2E-18	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	SUPERFAMILY	SSF64484	beta and beta-prime subunits of DNA dependent RNA-polymerase	6	1218	0.0	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	TIGRFAM	TIGR02386	rpoC_TIGR: DNA-directed RNA polymerase, beta' subunit	10	1219	0.0	T	10-07-2023	IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:1.10.274.100	RNA polymerase Rpb1, domain 3	601	705	2.8E-21	T	10-07-2023	IPR042102	RNA polymerase Rpb1, domain 3 superfamily
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:1.10.1790.20	-	994	1174	3.5E-60	T	10-07-2023	-	-
LBYQ01000002.1_5	f4647e3ed0477f87f4d6ed50082d5979	1231	Gene3D	G3DSA:1.10.132.30	-	706	841	2.5E-41	T	10-07-2023	IPR038120	RNA polymerase Rpb1, funnel domain superfamily
LBYQ01000004.1_4	26f0ac55b6e3029cac1eb0f2620b6c50	470	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	10-07-2023	-	-
LBYQ01000007.1_1_7	0294ef0520aa4788a728de8ae7da49e4	257	PANTHER	PTHR33908	MANNOSYLTRANSFERASE YKCB-RELATED	2	208	8.5E-33	T	10-07-2023	-	-
LBYQ01000007.1_1_7	0294ef0520aa4788a728de8ae7da49e4	257	Pfam	PF13231	Dolichyl-phosphate-mannose-protein mannosyltransferase	49	206	1.2E-24	T	10-07-2023	IPR038731	Glycosyltransferase RgtA/B/C/D-like
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	SFLD	SFLDG01386	main SPASM domain-containing	3	330	6.999E-42	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	SUPERFAMILY	SSF102114	Radical SAM enzymes	4	314	1.96E-44	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	Gene3D	G3DSA:3.20.20.70	Aldolase class I	1	347	6.8E-37	T	10-07-2023	IPR013785	Aldolase-type TIM barrel
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	SFLD	SFLDG01067	SPASM/twitch domain containing	3	330	6.999E-42	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	ProSiteProfiles	PS51918	Radical SAM core domain profile.	1	214	14.956805	T	10-07-2023	IPR007197	Radical SAM
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	CDD	cd01335	Radical_SAM	7	202	2.41164E-10	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	Pfam	PF13353	4Fe-4S single cluster domain	12	113	4.1E-6	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	Pfam	PF04055	Radical SAM superfamily	9	154	9.6E-14	T	10-07-2023	IPR007197	Radical SAM
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	PANTHER	PTHR11228	RADICAL SAM DOMAIN PROTEIN	4	329	1.7E-45	T	10-07-2023	-	-
LBYQ01000001.1_19	12547f5040afe69e10e359e678b5ff52	384	TIGRFAM	TIGR04085	rSAM_more_4Fe4S: radical SAM additional 4Fe4S-binding SPASM domain	245	325	9.9E-9	T	10-07-2023	IPR023885	4Fe4S-binding SPASM domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	ProSitePatterns	PS00301	Translational (tr)-type guanine nucleotide-binding (G) domain signature.	42	57	-	T	10-07-2023	IPR031157	Tr-type G domain, conserved site
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	FunFam	G3DSA:2.40.30.10:FF:000015	Translation factor GUF1, mitochondrial	183	280	9.1E-26	T	10-07-2023	-	-
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Pfam	PF06421	GTP-binding protein LepA C-terminus	485	588	7.8E-33	T	10-07-2023	IPR013842	GTP-binding protein LepA, C-terminal
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Pfam	PF14492	Elongation Factor G, domain III	292	364	1.9E-6	T	10-07-2023	IPR041095	Elongation Factor G, domain II
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Pfam	PF00679	Elongation factor G C-terminus	395	481	1.7E-19	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	ProSiteProfiles	PS51722	Translational (tr)-type guanine nucleotide-binding (G) domain profile.	2	181	54.93161	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Gene3D	G3DSA:3.30.70.2570	-	475	547	3.7E-23	T	10-07-2023	IPR038363	LepA, C-terminal domain superfamily
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	CDD	cd03709	lepA_C	397	475	1.14575E-27	T	10-07-2023	IPR035654	Elongation factor 4, domain IV
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	395	485	1.58E-17	T	10-07-2023	IPR035647	EF-G domain III/V-like
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	SMART	SM00838	EFG_C_a	394	482	3.3E-5	T	10-07-2023	IPR000640	Elongation factor EFG, domain V-like
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PRINTS	PR00315	GTP-binding elongation factor signature	85	96	2.1E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PRINTS	PR00315	GTP-binding elongation factor signature	6	19	2.1E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PRINTS	PR00315	GTP-binding elongation factor signature	69	79	2.1E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PRINTS	PR00315	GTP-binding elongation factor signature	49	57	2.1E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PRINTS	PR00315	GTP-binding elongation factor signature	121	130	2.1E-15	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Hamap	MF_00071	Elongation factor 4 [lepA].	1	590	189.519867	T	10-07-2023	IPR006297	Elongation factor 4
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Pfam	PF00009	Elongation factor Tu GTP binding domain	3	179	2.1E-51	T	10-07-2023	IPR000795	Translational (tr)-type GTP-binding domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	PANTHER	PTHR43512	TRANSLATION FACTOR GUF1-RELATED	2	589	2.7E-212	T	10-07-2023	IPR006297	Elongation factor 4
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	SUPERFAMILY	SSF50447	Translation proteins	180	276	4.01E-16	T	10-07-2023	IPR009000	Translation protein, beta-barrel domain superfamily
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Gene3D	G3DSA:3.40.50.300	-	1	182	1.6E-56	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	2	202	2.55E-51	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Gene3D	G3DSA:3.30.70.870	Elongation Factor G (Translational Gtpase), domain 3	287	368	1.2E-28	T	10-07-2023	-	-
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	TIGRFAM	TIGR01393	lepA: elongation factor 4	3	589	1.0E-210	T	10-07-2023	IPR006297	Elongation factor 4
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	4	171	4.7E-21	T	10-07-2023	IPR005225	Small GTP-binding protein domain
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Gene3D	G3DSA:3.30.70.240	-	369	474	3.4E-28	T	10-07-2023	-	-
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	Gene3D	G3DSA:2.40.30.10	Translation factors	183	280	1.7E-29	T	10-07-2023	-	-
LBYQ01000001.1_58	7943db4b2370b1ee5cb68711f336efd8	590	SUPERFAMILY	SSF54980	EF-G C-terminal domain-like	292	371	2.84E-14	T	10-07-2023	IPR035647	EF-G domain III/V-like
LBYQ01000013.1_20	91c00d2a4e4d665a77bf5a1d64b46eb1	212	SUPERFAMILY	SSF52833	Thioredoxin-like	60	210	1.1E-19	T	10-07-2023	IPR036249	Thioredoxin-like superfamily
LBYQ01000013.1_20	91c00d2a4e4d665a77bf5a1d64b46eb1	212	CDD	cd02971	PRX_family	65	203	2.79064E-20	T	10-07-2023	-	-
LBYQ01000013.1_20	91c00d2a4e4d665a77bf5a1d64b46eb1	212	ProSiteProfiles	PS51352	Thioredoxin domain profile.	59	212	10.152258	T	10-07-2023	IPR013766	Thioredoxin domain
LBYQ01000013.1_20	91c00d2a4e4d665a77bf5a1d64b46eb1	212	Pfam	PF00578	AhpC/TSA family	61	190	2.5E-17	T	10-07-2023	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
LBYQ01000013.1_20	91c00d2a4e4d665a77bf5a1d64b46eb1	212	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	47	209	1.3E-23	T	10-07-2023	-	-
LBYQ01000001.1_68	85792db12c5a7ff8629f213c3748c35b	205	PANTHER	PTHR42709	ALKALINE PHOSPHATASE LIKE PROTEIN	11	193	5.4E-46	T	10-07-2023	-	-
LBYQ01000001.1_68	85792db12c5a7ff8629f213c3748c35b	205	Pfam	PF09335	SNARE associated Golgi protein	38	161	3.3E-21	T	10-07-2023	IPR032816	SNARE associated Golgi protein
LBYQ01000005.1_8	d247411a6bd13691b1f8ab10f40b024f	211	Gene3D	G3DSA:3.40.50.720	-	114	211	1.5E-32	T	10-07-2023	-	-
