MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	5	578	1.8E-191	T	10-07-2023	IPR013126	Heat shock protein 70 family
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	SUPERFAMILY	SSF53067	Actin-like ATPase domain	4	191	2.1E-60	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	ProSitePatterns	PS00329	Heat shock hsp70 proteins family signature 2.	198	211	-	T	10-07-2023	IPR018181	Heat shock protein 70, conserved site
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	MobiDBLite	mobidb-lite	consensus disorder prediction	624	639	-	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	CDD	cd10234	HSPA9-Ssq1-like_NBD	1	384	0.0	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Gene3D	G3DSA:2.60.34.10	Substrate Binding Domain Of DNAk; Chain A, domain 1	385	525	2.4E-62	T	10-07-2023	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	FunFam	G3DSA:3.30.420.40:FF:000004	Molecular chaperone DnaK	5	195	1.6E-79	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	FunFam	G3DSA:3.30.420.40:FF:000020	Chaperone protein HscA homolog	196	271	9.6E-18	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	SUPERFAMILY	SSF100934	Heat shock protein 70kD (HSP70), C-terminal subdomain	509	614	1.51E-13	T	10-07-2023	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	31	43	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	367	387	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	54	62	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	3	16	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	204	214	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	471	487	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	336	352	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	390	409	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	PRINTS	PR00301	70kDa heat shock protein signature	145	165	1.3E-73	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Hamap	MF_00332	Chaperone protein DnaK [dnaK].	1	635	36.999985	T	10-07-2023	IPR012725	Chaperone DnaK
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	ProSitePatterns	PS01036	Heat shock hsp70 proteins family signature 3.	339	353	-	T	10-07-2023	IPR018181	Heat shock protein 70, conserved site
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Gene3D	G3DSA:3.30.420.40	-	187	368	1.6E-160	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	ProSitePatterns	PS00297	Heat shock hsp70 proteins family signature 1.	7	14	-	T	10-07-2023	IPR018181	Heat shock protein 70, conserved site
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	386	542	1.57E-62	T	10-07-2023	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	FunFam	G3DSA:3.90.640.10:FF:000003	Molecular chaperone DnaK	231	318	6.1E-37	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	MobiDBLite	mobidb-lite	consensus disorder prediction	605	623	-	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	FunFam	G3DSA:2.60.34.10:FF:000014	Chaperone protein DnaK HSP70	380	561	1.2E-77	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	TIGRFAM	TIGR02350	prok_dnaK: chaperone protein DnaK	3	613	1.8E-290	T	10-07-2023	IPR012725	Chaperone DnaK
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Gene3D	G3DSA:3.90.640.10	Actin; Chain A, domain 4	231	318	1.6E-160	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Pfam	PF00012	Hsp70 protein	4	613	2.2E-255	T	10-07-2023	IPR013126	Heat shock protein 70 family
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Coils	Coil	Coil	261	281	-	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	MobiDBLite	mobidb-lite	consensus disorder prediction	605	639	-	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Gene3D	G3DSA:1.20.1270.10	-	526	616	3.7E-22	T	10-07-2023	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	FunFam	G3DSA:1.20.1270.10:FF:000001	Molecular chaperone DnaK	509	618	3.1E-27	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	Gene3D	G3DSA:3.30.420.40	-	5	381	1.6E-160	T	10-07-2023	-	-
MNUJ01000055.1_7	0749d4cae8c4d0f6cbe14d8c9147efe4	639	SUPERFAMILY	SSF53067	Actin-like ATPase domain	193	384	5.89E-67	T	10-07-2023	IPR043129	ATPase, nucleotide binding domain
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	SUPERFAMILY	SSF141091	L21p-like	1	102	5.76E-26	T	10-07-2023	IPR036164	L21-like superfamily
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	TIGRFAM	TIGR00061	L21: ribosomal protein bL21	2	102	2.3E-23	T	10-07-2023	IPR001787	Ribosomal protein L21
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	ProSitePatterns	PS01169	Ribosomal protein L21 signature.	72	94	-	T	10-07-2023	IPR018258	Ribosomal protein L21, conserved site
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	Hamap	MF_01363	50S ribosomal protein L21 [rplU].	1	103	20.056637	T	10-07-2023	IPR001787	Ribosomal protein L21
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	PANTHER	PTHR21349	50S RIBOSOMAL PROTEIN L21	2	101	1.3E-19	T	10-07-2023	-	-
MNUJ01000053.1_7	2418547914af59bfdcafd4d89f9baec5	104	Pfam	PF00829	Ribosomal prokaryotic L21 protein	1	101	1.8E-26	T	10-07-2023	IPR028909	Ribosomal protein L21-like
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	CDD	cd00009	AAA	129	253	4.8438E-7	T	10-07-2023	-	-
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	PANTHER	PTHR30050	CHROMOSOMAL REPLICATION INITIATOR PROTEIN DNAA	5	253	3.5E-42	T	10-07-2023	-	-
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	Gene3D	G3DSA:3.40.50.300	-	113	258	7.4E-34	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	113	252	5.2E-19	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	PRINTS	PR00051	Bacterial chromosomal replication initiator (DNAA) signature	211	225	2.9E-20	T	10-07-2023	IPR020591	Chromosomal replication control, initiator DnaA-like
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	PRINTS	PR00051	Bacterial chromosomal replication initiator (DNAA) signature	245	259	2.9E-20	T	10-07-2023	IPR020591	Chromosomal replication control, initiator DnaA-like
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	PRINTS	PR00051	Bacterial chromosomal replication initiator (DNAA) signature	147	167	2.9E-20	T	10-07-2023	IPR020591	Chromosomal replication control, initiator DnaA-like
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	PRINTS	PR00051	Bacterial chromosomal replication initiator (DNAA) signature	179	193	2.9E-20	T	10-07-2023	IPR020591	Chromosomal replication control, initiator DnaA-like
MNUJ01000023.1_11	88ed718855899a88a2a1830b4f0c8989	259	Pfam	PF00308	Bacterial dnaA  protein	114	252	6.3E-51	T	10-07-2023	IPR013317	Chromosomal replication initiator protein DnaA
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	MobiDBLite	mobidb-lite	consensus disorder prediction	12	26	-	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PANTHER	PTHR10745	GLYCYL-TRNA SYNTHETASE/DNA POLYMERASE SUBUNIT GAMMA-2	150	338	1.7E-138	T	10-07-2023	IPR027031	Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	215	232	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	232	242	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	162	174	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	433	452	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	67	81	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	349	361	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	PRINTS	PR01043	Glycyl-tRNA synthetase signature	183	200	9.2E-54	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	CDD	cd00774	GlyRS-like_core	51	366	8.9168E-115	T	10-07-2023	IPR033731	Glycyl-tRNA synthetase-like core domain
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	49	401	21.259838	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	CDD	cd00858	GlyRS_anticodon	365	487	1.36083E-56	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	Pfam	PF03129	Anticodon binding domain	396	483	2.9E-21	T	10-07-2023	IPR004154	Anticodon-binding
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	46	399	1.27E-107	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	Pfam	PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	183	319	8.7E-9	T	10-07-2023	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	48	393	1.1E-119	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	SUPERFAMILY	SSF52954	Class II aaRS ABD-related	384	488	3.32E-32	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	Gene3D	G3DSA:3.40.50.800	-	394	489	3.1E-34	T	10-07-2023	IPR036621	Anticodon-binding domain superfamily
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	TIGRFAM	TIGR00389	glyS_dimeric: glycine--tRNA ligase	48	252	3.6E-76	T	10-07-2023	IPR002315	Glycyl-tRNA synthetase
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	Hamap	MF_00253_B	Glycine--tRNA ligase [glyQS].	45	488	46.369347	T	10-07-2023	IPR022961	Glycine-tRNA ligase, bacterial
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	FunFam	G3DSA:3.40.50.800:FF:000002	Glycine--tRNA ligase	394	489	1.9E-41	T	10-07-2023	-	-
MNUJ01000057.1_6	aa153249d8e8eef7aceb9aa4a4412e08	489	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	10-07-2023	-	-
MNUJ01000051.1_17	0f1c4bfc3328b1578fda0ece2fdd0fc2	429	MobiDBLite	mobidb-lite	consensus disorder prediction	339	363	-	T	10-07-2023	-	-
MNUJ01000051.1_17	0f1c4bfc3328b1578fda0ece2fdd0fc2	429	Coils	Coil	Coil	93	113	-	T	10-07-2023	-	-
MNUJ01000051.1_17	0f1c4bfc3328b1578fda0ece2fdd0fc2	429	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	10-07-2023	-	-
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	FunFam	G3DSA:2.40.50.140:FF:000002	Translation initiation factor IF-1	1	72	3.5E-32	T	10-07-2023	-	-
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	TIGRFAM	TIGR00008	infA: translation initiation factor IF-1	5	70	1.3E-28	T	10-07-2023	IPR004368	Translation initiation factor IF-1
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	Pfam	PF01176	Translation initiation factor 1A / IF-1	8	70	1.1E-24	T	10-07-2023	IPR006196	RNA-binding domain, S1, IF1 type
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	Gene3D	G3DSA:2.40.50.140	-	1	74	7.1E-34	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	PANTHER	PTHR33370	TRANSLATION INITIATION FACTOR IF-1, CHLOROPLASTIC	3	72	5.6E-28	T	10-07-2023	IPR004368	Translation initiation factor IF-1
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	CDD	cd04451	S1_IF1	7	70	4.51057E-30	T	10-07-2023	IPR004368	Translation initiation factor IF-1
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	Hamap	MF_00075	Translation initiation factor IF-1 [infA].	1	72	23.940252	T	10-07-2023	IPR004368	Translation initiation factor IF-1
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	1	70	1.52E-23	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000001.1_2	28fd0004688c0a147acc8af8cdfc7209	75	ProSiteProfiles	PS50832	S1 domain IF1 type profile.	1	72	22.046864	T	10-07-2023	IPR006196	RNA-binding domain, S1, IF1 type
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Gene3D	G3DSA:1.10.10.1600	Bacterial DNA polymerase III alpha subunit, thumb domain	458	532	1.0E-24	T	10-07-2023	IPR041931	Bacterial DNA polymerase III alpha subunit, thumb domain
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	MobiDBLite	mobidb-lite	consensus disorder prediction	1098	1122	-	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	CDD	cd12113	PHP_PolIIIA_DnaE3	10	291	1.84422E-152	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	SMART	SM00481	npolultra	12	79	3.9E-33	T	10-07-2023	IPR003141	Polymerase/histidinol phosphatase, N-terminal
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Gene3D	G3DSA:3.20.20.140	-	1	282	1.5E-104	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	MobiDBLite	mobidb-lite	consensus disorder prediction	1090	1122	-	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Pfam	PF17657	Bacterial DNA polymerase III alpha subunit finger domain	585	748	1.3E-65	T	10-07-2023	IPR040982	DNA polymerase III alpha subunit finger domain
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Pfam	PF14579	Helix-hairpin-helix motif	821	909	6.5E-24	T	10-07-2023	IPR029460	DNA polymerase, helix-hairpin-helix motif
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	CDD	cd04485	DnaE_OBF	1006	1085	5.03741E-19	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Pfam	PF02811	PHP domain	13	184	1.1E-52	T	10-07-2023	IPR004013	PHP domain
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Gene3D	G3DSA:1.10.150.870	-	720	900	9.9E-23	T	10-07-2023	-	-
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	TIGRFAM	TIGR00594	polc: DNA polymerase III, alpha subunit	11	1043	0.0	T	10-07-2023	IPR004805	DNA polymerase III, alpha subunit
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	SUPERFAMILY	SSF89550	PHP domain-like	11	275	9.02E-37	T	10-07-2023	IPR016195	Polymerase/histidinol phosphatase-like
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	PANTHER	PTHR32294	DNA POLYMERASE III SUBUNIT ALPHA	11	1205	0.0	T	10-07-2023	IPR004805	DNA polymerase III, alpha subunit
MNUJ01000023.1_3	05347931d7407b1b049fb9442c4970ff	1208	Pfam	PF07733	Bacterial DNA polymerase III alpha NTPase domain	326	582	1.3E-99	T	10-07-2023	IPR011708	Bacterial DNA polymerase III, alpha subunit, NTPase domain
MNUJ01000002.1_1_3	4a405dc059d1062df1f6e2f93f950c57	215	Pfam	PF10108	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB	85	213	6.2E-12	T	10-07-2023	IPR019288	Predicted 3'-5' exonuclease, PolB-like
MNUJ01000002.1_1_3	4a405dc059d1062df1f6e2f93f950c57	215	Gene3D	G3DSA:3.30.420.10	-	11	215	1.4E-15	T	10-07-2023	IPR036397	Ribonuclease H superfamily
MNUJ01000002.1_1_3	4a405dc059d1062df1f6e2f93f950c57	215	SUPERFAMILY	SSF53098	Ribonuclease H-like	12	214	2.32E-20	T	10-07-2023	IPR012337	Ribonuclease H-like superfamily
MNUJ01000041.1_14	fc7136b2ffb185b715ef99b997e5f166	85	Pfam	PF12728	Helix-turn-helix domain	6	51	2.5E-7	T	10-07-2023	IPR041657	Helix-turn-helix domain, group 17
MNUJ01000041.1_14	fc7136b2ffb185b715ef99b997e5f166	85	TIGRFAM	TIGR01764	excise: DNA binding domain, excisionase family	6	49	4.5E-9	T	10-07-2023	IPR010093	SinI-like, DNA-binding domain
MNUJ01000014.1_7	990f6670e14c2af5720d566e37128104	214	Gene3D	G3DSA:3.10.28.10	Homing endonucleases	7	147	5.9E-14	T	10-07-2023	IPR027434	Homing endonuclease
MNUJ01000014.1_7	990f6670e14c2af5720d566e37128104	214	SUPERFAMILY	SSF55608	Homing endonucleases	5	88	5.53E-6	T	10-07-2023	IPR027434	Homing endonuclease
MNUJ01000014.1_7	990f6670e14c2af5720d566e37128104	214	SUPERFAMILY	SSF55608	Homing endonucleases	97	201	2.65E-6	T	10-07-2023	IPR027434	Homing endonuclease
MNUJ01000006.1_4	3f6c989b3265123ac1c28cb5dbac4cde	256	Pfam	PF00781	Diacylglycerol kinase catalytic domain	12	113	1.4E-7	T	10-07-2023	IPR001206	Diacylglycerol kinase, catalytic domain
MNUJ01000006.1_4	3f6c989b3265123ac1c28cb5dbac4cde	256	Gene3D	G3DSA:3.40.50.10330	-	8	126	7.4E-12	T	10-07-2023	IPR017438	Inorganic polyphosphate/ATP-NAD kinase, N-terminal
MNUJ01000006.1_4	3f6c989b3265123ac1c28cb5dbac4cde	256	SUPERFAMILY	SSF111331	NAD kinase/diacylglycerol kinase-like	5	252	2.4E-22	T	10-07-2023	IPR016064	NAD kinase/diacylglycerol kinase-like domain superfamily
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	FunFam	G3DSA:3.40.30.10:FF:000001	Thioredoxin	1	104	5.1E-36	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	SUPERFAMILY	SSF52833	Thioredoxin-like	4	104	1.51E-41	T	10-07-2023	IPR036249	Thioredoxin-like superfamily
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	ProSiteProfiles	PS51352	Thioredoxin domain profile.	1	105	16.347176	T	10-07-2023	IPR013766	Thioredoxin domain
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	PRINTS	PR00421	Thioredoxin family signature	29	38	1.2E-8	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	PRINTS	PR00421	Thioredoxin family signature	68	79	1.2E-8	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	PRINTS	PR00421	Thioredoxin family signature	21	29	1.2E-8	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	PANTHER	PTHR45663	GEO12009P1	6	104	8.8E-32	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	TIGRFAM	TIGR01068	thioredoxin: thioredoxin	7	103	2.9E-35	T	10-07-2023	IPR005746	Thioredoxin
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	ProSitePatterns	PS00194	Thioredoxin family active site.	22	40	-	T	10-07-2023	IPR017937	Thioredoxin, conserved site
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	CDD	cd02947	TRX_family	10	101	4.99693E-41	T	10-07-2023	-	-
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	Pfam	PF00085	Thioredoxin	5	102	2.5E-33	T	10-07-2023	IPR013766	Thioredoxin domain
MNUJ01000009.1_2	f7e4116e20b91a41fa6ae2f3f9e6dfd4	106	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	2	106	1.4E-39	T	10-07-2023	-	-
MNUJ01000018.1_10	1de2b5ebad62f2f4e8ed719a213f9630	144	Coils	Coil	Coil	49	69	-	T	10-07-2023	-	-
MNUJ01000018.1_10	1de2b5ebad62f2f4e8ed719a213f9630	144	Gene3D	G3DSA:1.10.10.10	-	9	57	3.9E-5	T	10-07-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	FunFam	G3DSA:2.40.50.140:FF:000001	30S ribosomal protein S12	1	139	1.2E-62	T	10-07-2023	-	-
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	3	138	4.8E-46	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	Hamap	MF_00403_B	30S ribosomal protein S12 [rpsL].	1	138	37.998333	T	10-07-2023	IPR005679	Ribosomal protein S12, bacterial-type
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	73	92	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	92	109	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	42	57	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	125	137	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	109	125	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PRINTS	PR01034	Ribosomal protein S12 signature	57	72	1.6E-55	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	PANTHER	PTHR11652	30S RIBOSOMAL PROTEIN S12 FAMILY MEMBER	9	138	1.6E-37	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	ProSitePatterns	PS00055	Ribosomal protein S12 signature.	58	65	-	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
MNUJ01000049.1_9	fc8a1744722f31d986b03cfe2915a412	139	Pfam	PF00164	Ribosomal protein S12/S23	40	137	8.1E-37	T	10-07-2023	IPR006032	Ribosomal protein S12/S23
