SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Gene3D	G3DSA:2.40.50.140	-	138	207	2.0E-20	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Pfam	PF08529	NusA N-terminal domain	9	132	4.0E-37	T	24-06-2023	IPR013735	Transcription factor NusA, N-terminal
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Gene3D	G3DSA:3.30.300.20	-	208	286	1.8E-30	T	24-06-2023	IPR015946	K homology domain-like, alpha/beta
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Gene3D	G3DSA:1.10.150.20	-	440	499	5.3E-16	T	24-06-2023	-	-
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Gene3D	G3DSA:3.30.300.20	-	287	356	8.9E-25	T	24-06-2023	IPR015946	K homology domain-like, alpha/beta
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	FunFam	G3DSA:3.30.300.20:FF:000002	Transcription termination/antitermination protein NusA	208	286	1.0E-36	T	24-06-2023	-	-
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Hamap	MF_00945_B	Transcription termination/antitermination protein NusA [nusA].	7	419	29.819386	T	24-06-2023	IPR030842	Transcription termination/antitermination protein NusA, bacterial
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	SUPERFAMILY	SSF54814	Prokaryotic type KH domain (KH-domain type II)	209	287	3.47E-29	T	24-06-2023	IPR009019	K homology domain superfamily, prokaryotic type
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	FunFam	G3DSA:3.30.300.20:FF:000005	Transcription termination/antitermination protein NusA	287	355	7.8E-30	T	24-06-2023	-	-
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Pfam	PF14520	Helix-hairpin-helix domain	441	496	1.3E-5	T	24-06-2023	-	-
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	SUPERFAMILY	SSF47794	Rad51 N-terminal domain-like	363	425	5.97E-17	T	24-06-2023	IPR010995	DNA repair Rad51/transcription factor NusA, alpha-helical
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	Coils	Coil	Coil	347	367	-	T	24-06-2023	-	-
SMWK01000100.1_orf10718	235ec35f745511a698ee1f2395ee98d9	508	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	142	208	1.34E-18	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	CDD	cd06225	HAMP	212	256	2.75027E-7	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	SMART	SM00283	MA_2	479	726	1.2E-91	T	24-06-2023	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Gene3D	G3DSA:6.10.340.10	-	156	265	1.5E-18	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	446	727	1.83E-73	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Gene3D	G3DSA:3.30.450.20	PAS domain	268	382	4.2E-22	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Pfam	PF18947	HAMP domain	411	470	3.2E-9	T	24-06-2023	IPR003660	HAMP domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Pfam	PF00015	Methyl-accepting chemotaxis protein (MCP) signalling domain	539	694	1.4E-54	T	24-06-2023	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Coils	Coil	Coil	246	269	-	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Coils	Coil	Coil	683	703	-	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	ProSiteProfiles	PS50885	HAMP domain profile.	432	478	7.272659	T	24-06-2023	IPR003660	HAMP domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	FunFam	G3DSA:1.10.287.950:FF:000001	Methyl-accepting chemotaxis sensory transducer	428	727	1.6E-91	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	CDD	cd11386	MCP_signal	506	705	8.82681E-60	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Gene3D	G3DSA:1.10.287.950	-	429	728	7.5E-79	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	PANTHER	PTHR43531	PROTEIN ICFG	46	262	5.9E-127	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	SMART	SM00304	HAMP_11	209	261	3.1E-12	T	24-06-2023	IPR003660	HAMP domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	ProSiteProfiles	PS50111	Bacterial chemotaxis sensory transducers domain profile.	483	712	52.670826	T	24-06-2023	IPR004089	Methyl-accepting chemotaxis protein (MCP) signalling domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	SUPERFAMILY	SSF158472	HAMP domain-like	209	260	3.14E-10	T	24-06-2023	-	-
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	Pfam	PF00672	HAMP domain	208	258	6.9E-12	T	24-06-2023	IPR003660	HAMP domain
SMWK01000114.1_orf15640	b2039844bc44178d9ab0334533c1885d	733	ProSiteProfiles	PS50885	HAMP domain profile.	209	261	10.703754	T	24-06-2023	IPR003660	HAMP domain
SMWK01000096.1_orf9619	ae4d681fb595fef4def0b05f5f44f3c3	414	Gene3D	G3DSA:3.90.1300.10	Amidase signature (AS) domain	13	414	1.5E-120	T	24-06-2023	IPR036928	Amidase signature (AS) superfamily
SMWK01000096.1_orf9619	ae4d681fb595fef4def0b05f5f44f3c3	414	PANTHER	PTHR11895	TRANSAMIDASE	7	401	6.8E-91	T	24-06-2023	IPR000120	Amidase
SMWK01000096.1_orf9619	ae4d681fb595fef4def0b05f5f44f3c3	414	Pfam	PF01425	Amidase	30	412	7.5E-99	T	24-06-2023	IPR023631	Amidase signature domain
SMWK01000096.1_orf9619	ae4d681fb595fef4def0b05f5f44f3c3	414	ProSitePatterns	PS00571	Amidases signature.	155	186	-	T	24-06-2023	IPR020556	Amidase, conserved site
SMWK01000096.1_orf9619	ae4d681fb595fef4def0b05f5f44f3c3	414	SUPERFAMILY	SSF75304	Amidase signature (AS) enzymes	6	412	7.59E-114	T	24-06-2023	IPR036928	Amidase signature (AS) superfamily
SMWK01000152.1_orf25127	03e8c9136bd51f2195c60e7411734598	351	SUPERFAMILY	SSF54637	Thioesterase/thiol ester dehydrase-isomerase	103	192	1.27E-7	T	24-06-2023	IPR029069	HotDog domain superfamily
SMWK01000152.1_orf25127	03e8c9136bd51f2195c60e7411734598	351	Pfam	PF13622	Thioesterase-like superfamily	115	335	7.2E-12	T	24-06-2023	-	-
SMWK01000152.1_orf25127	03e8c9136bd51f2195c60e7411734598	351	MobiDBLite	mobidb-lite	consensus disorder prediction	56	80	-	T	24-06-2023	-	-
SMWK01000152.1_orf25127	03e8c9136bd51f2195c60e7411734598	351	Gene3D	G3DSA:2.40.160.210	-	92	338	1.2E-16	T	24-06-2023	IPR042171	Acyl-CoA thioesterase, double hotdog domain
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	ProSitePatterns	PS00873	Sodium:alanine symporter family signature.	97	112	-	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	Gene3D	G3DSA:1.20.1740.10	Amino acid/polyamine transporter I	67	457	2.5E-9	T	24-06-2023	-	-
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	200	218	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	319	337	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	228	247	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	364	386	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	423	443	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PRINTS	PR00175	Sodium/alanine symporter signature	97	119	3.9E-42	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	TIGRFAM	TIGR00835	agcS: amino acid carrier protein	21	454	1.8E-120	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	Pfam	PF01235	Sodium:alanine symporter family	61	456	6.4E-123	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000102.1_orf11572	65853eefc923cc6b8fa2656c7f4654eb	465	PANTHER	PTHR30330	AGSS FAMILY TRANSPORTER, SODIUM-ALANINE	10	457	3.0E-131	T	24-06-2023	IPR001463	Sodium:alanine symporter
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	PANTHER	PTHR35936	MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE F	22	276	2.1E-29	T	24-06-2023	-	-
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	20	268	1.27E-48	T	24-06-2023	-	-
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	SMART	SM00062	AABind_6	48	261	1.5E-31	T	24-06-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	Gene3D	G3DSA:3.40.190.10	-	134	229	7.2E-49	T	24-06-2023	-	-
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	Gene3D	G3DSA:3.40.190.10	-	45	257	7.2E-49	T	24-06-2023	-	-
SMWK01000156.1_orf26653	0183143e44d69994611f71321715bc10	279	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	49	269	7.2E-44	T	24-06-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	ProSiteProfiles	PS50234	VWFA domain profile.	36	221	10.481801	T	24-06-2023	IPR002035	von Willebrand factor, type A
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	Gene3D	G3DSA:3.40.50.410	von Willebrand factor, type A domain	37	221	1.5E-21	T	24-06-2023	IPR036465	von Willebrand factor A-like domain superfamily
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	SMART	SM00327	VWA_4	34	222	1.1E-5	T	24-06-2023	IPR002035	von Willebrand factor, type A
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	SUPERFAMILY	SSF53300	vWA-like	35	220	3.41E-19	T	24-06-2023	IPR036465	von Willebrand factor A-like domain superfamily
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	CDD	cd00198	vWFA	35	201	1.89413E-11	T	24-06-2023	-	-
SMWK01000167.1_orf30933	9d3e34948581909e3a67825398521527	631	Pfam	PF13768	von Willebrand factor type A domain	36	200	7.7E-9	T	24-06-2023	IPR002035	von Willebrand factor, type A
SMWK01000136.1_orf20415	c3cc88649ff06dcfd749e7026c63b765	359	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	1	308	2.4E-15	T	24-06-2023	-	-
SMWK01000136.1_orf20415	c3cc88649ff06dcfd749e7026c63b765	359	SUPERFAMILY	SSF51197	Clavaminate synthase-like	5	293	1.3E-16	T	24-06-2023	-	-
SMWK01000219.1_orf45289	002a08aafb810237f5908477508c3758	429	Pfam	PF03279	Bacterial lipid A biosynthesis acyltransferase	132	420	6.1E-69	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000219.1_orf45289	002a08aafb810237f5908477508c3758	429	PANTHER	PTHR30606	LIPID A BIOSYNTHESIS LAUROYL ACYLTRANSFERASE	127	427	7.3E-57	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000219.1_orf45289	002a08aafb810237f5908477508c3758	429	Hamap	MF_01942	Lipid A biosynthesis lauroyltransferase [lpxL].	128	429	39.851017	T	24-06-2023	IPR011920	Lipid A biosynthesis lauroyl/palmitoleoyl acyltransferase
SMWK01000219.1_orf45289	002a08aafb810237f5908477508c3758	429	TIGRFAM	TIGR02207	lipid_A_htrB: lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase	134	429	1.4E-94	T	24-06-2023	IPR011920	Lipid A biosynthesis lauroyl/palmitoleoyl acyltransferase
SMWK01000219.1_orf45289	002a08aafb810237f5908477508c3758	429	CDD	cd07984	LPLAT_LABLAT-like	230	419	8.55976E-66	T	24-06-2023	IPR004960	Bacterial lipid A biosynthesis acyltransferase
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	14	120	6.6E-30	T	24-06-2023	-	-
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	SFLD	SFLDS00019	Glutathione Transferase (cytosolic)	17	239	5.2E-41	T	24-06-2023	IPR040079	Glutathione transferase family
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	ProSiteProfiles	PS50404	Soluble glutathione S-transferase N-terminal domain profile.	15	96	23.219913	T	24-06-2023	IPR004045	Glutathione S-transferase, N-terminal
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	PANTHER	PTHR43968	-	12	246	1.7E-27	T	24-06-2023	-	-
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	Gene3D	G3DSA:1.20.1050.10	-	165	246	1.0E-13	T	24-06-2023	-	-
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	SUPERFAMILY	SSF52833	Thioredoxin-like	13	99	1.81E-24	T	24-06-2023	IPR036249	Thioredoxin-like superfamily
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	SFLD	SFLDG00358	Main (cytGST)	17	239	5.2E-41	T	24-06-2023	-	-
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	Pfam	PF00043	Glutathione S-transferase, C-terminal domain	175	241	1.2E-9	T	24-06-2023	IPR004046	Glutathione S-transferase, C-terminal
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	SUPERFAMILY	SSF47616	GST C-terminal domain-like	93	249	1.67E-19	T	24-06-2023	IPR036282	Glutathione S-transferase, C-terminal domain superfamily
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	ProSiteProfiles	PS50405	Soluble glutathione S-transferase C-terminal domain profile.	101	264	13.741697	T	24-06-2023	IPR010987	Glutathione S-transferase, C-terminal-like
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	CDD	cd00570	GST_N_family	17	89	7.61963E-21	T	24-06-2023	-	-
SMWK01000223.1_orf46301	868a6d41c1a36584151ed724284ba4d3	279	Pfam	PF13417	Glutathione S-transferase, N-terminal domain	19	96	5.6E-17	T	24-06-2023	IPR004045	Glutathione S-transferase, N-terminal
SMWK01000091.1_orf8370	ff7349b94a00de5628a22314e3ebdfd9	209	SUPERFAMILY	SSF54427	NTF2-like	77	197	1.75E-5	T	24-06-2023	IPR032710	NTF2-like domain superfamily
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	PANTHER	PTHR10977	DIPHOSPHOMEVALONATE DECARBOXYLASE	51	346	2.2E-58	T	24-06-2023	-	-
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	Pfam	PF18376	Mevalonate 5-diphosphate decarboxylase C-terminal domain	220	335	4.9E-12	T	24-06-2023	IPR041431	Mvd1, C-terminal
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	Gene3D	G3DSA:3.30.70.890	-	225	371	2.5E-37	T	24-06-2023	IPR036554	GHMP kinase, C-terminal domain superfamily
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	TIGRFAM	TIGR01240	mevDPdecarb: diphosphomevalonate decarboxylase	59	339	6.6E-72	T	24-06-2023	IPR029765	Diphosphomevalonate decarboxylase
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	Pfam	PF00288	GHMP kinases N terminal domain	138	195	2.9E-7	T	24-06-2023	IPR006204	GHMP kinase N-terminal domain
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	57	214	1.21E-33	T	24-06-2023	IPR020568	Ribosomal protein S5 domain 2-type fold
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	Gene3D	G3DSA:3.30.230.10	-	50	210	8.0E-50	T	24-06-2023	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup
SMWK01000101.1_orf11202	4460f04d8fa25297c0022bdf97cda9e1	372	SUPERFAMILY	SSF55060	GHMP Kinase, C-terminal domain	217	348	2.88E-28	T	24-06-2023	IPR036554	GHMP kinase, C-terminal domain superfamily
SMWK01000233.1_orf49036	b9c20508ae2401d59b8a38a046cfc3bc	284	Gene3D	G3DSA:3.20.20.30	-	1	276	2.0E-72	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000233.1_orf49036	b9c20508ae2401d59b8a38a046cfc3bc	284	TIGRFAM	TIGR03619	F420_Rv2161c: probable F420-dependent oxidoreductase, Rv2161c family	22	256	1.0E-78	T	24-06-2023	IPR019921	Luciferase-like, F420-dependent oxidoreductase, Rv2161c, predicted
SMWK01000233.1_orf49036	b9c20508ae2401d59b8a38a046cfc3bc	284	Pfam	PF00296	Luciferase-like monooxygenase	14	229	2.0E-50	T	24-06-2023	IPR011251	Luciferase-like domain
SMWK01000233.1_orf49036	b9c20508ae2401d59b8a38a046cfc3bc	284	SUPERFAMILY	SSF51679	Bacterial luciferase-like	5	270	1.71E-58	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000233.1_orf49036	b9c20508ae2401d59b8a38a046cfc3bc	284	PANTHER	PTHR42847	ALKANESULFONATE MONOOXYGENASE	16	230	5.8E-41	T	24-06-2023	-	-
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	Gene3D	G3DSA:3.40.50.10140	-	130	215	4.9E-12	T	24-06-2023	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	ProSiteProfiles	PS51755	OmpR/PhoB-type DNA-binding domain profile.	19	117	26.818657	T	24-06-2023	IPR001867	OmpR/PhoB-type DNA-binding domain
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	18	115	5.95E-18	T	24-06-2023	IPR016032	Signal transduction response regulator, C-terminal effector
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	CDD	cd00383	trans_reg_C	27	114	1.5687E-19	T	24-06-2023	IPR001867	OmpR/PhoB-type DNA-binding domain
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	Pfam	PF00486	Transcriptional regulatory protein, C terminal	41	114	7.4E-17	T	24-06-2023	IPR001867	OmpR/PhoB-type DNA-binding domain
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	Gene3D	G3DSA:1.10.10.10	-	9	118	1.9E-25	T	24-06-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	153	214	4.84E-12	T	24-06-2023	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	SMART	SM00862	Trans_reg_C_3	40	115	3.7E-15	T	24-06-2023	IPR001867	OmpR/PhoB-type DNA-binding domain
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	Pfam	PF13676	TIR domain	153	214	1.2E-11	T	24-06-2023	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
SMWK01000238.1_orf50517	b2d5223673323062aa045a95cff26f4f	215	PANTHER	PTHR47691	REGULATOR-RELATED	23	145	3.4E-13	T	24-06-2023	-	-
SMWK01000008.1_orf760	2c8f4c651ff2d0cca62904c4e09c231a	439	SUPERFAMILY	SSF56601	beta-lactamase/transpeptidase-like	53	424	7.77E-88	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000008.1_orf760	2c8f4c651ff2d0cca62904c4e09c231a	439	Gene3D	G3DSA:3.40.710.10	-	49	437	2.1E-126	T	24-06-2023	IPR012338	Beta-lactamase/transpeptidase-like
SMWK01000008.1_orf760	2c8f4c651ff2d0cca62904c4e09c231a	439	PANTHER	PTHR43283	BETA-LACTAMASE-RELATED	25	418	9.9E-95	T	24-06-2023	-	-
SMWK01000008.1_orf760	2c8f4c651ff2d0cca62904c4e09c231a	439	Pfam	PF00144	Beta-lactamase	62	421	8.5E-65	T	24-06-2023	IPR001466	Beta-lactamase-related
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	Pfam	PF00296	Luciferase-like monooxygenase	13	318	2.5E-59	T	24-06-2023	IPR011251	Luciferase-like domain
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	CDD	cd01097	Tetrahydromethanopterin_reductase	83	214	1.90521E-19	T	24-06-2023	-	-
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	SUPERFAMILY	SSF51679	Bacterial luciferase-like	16	335	1.06E-51	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	TIGRFAM	TIGR03617	F420_MSMEG_2256: probable F420-dependent oxidoreductase, MSMEG_2256 family	25	337	1.2E-141	T	24-06-2023	IPR019919	Luciferase-like, F420-dependent oxidoreductase, MSMEG2256, predicted
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	PANTHER	PTHR43244	-	21	322	3.9E-65	T	24-06-2023	-	-
SMWK01000176.1_orf34419	0027702eb01b4c16355802d29da0a25d	342	Gene3D	G3DSA:3.20.20.30	-	15	336	1.8E-50	T	24-06-2023	IPR036661	Luciferase-like domain superfamily
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	SUPERFAMILY	SSF103473	MFS general substrate transporter	47	446	1.16E-45	T	24-06-2023	IPR036259	MFS transporter superfamily
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	49	447	12.313287	T	24-06-2023	IPR020846	Major facilitator superfamily domain
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	CDD	cd06173	MFS_MefA_like	50	438	3.36556E-68	T	24-06-2023	-	-
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	Pfam	PF05977	Transmembrane secretion effector	46	439	4.3E-29	T	24-06-2023	IPR010290	Transmembrane secretion effector
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	PANTHER	PTHR43266	MACROLIDE-EFFLUX PROTEIN	45	436	5.0E-71	T	24-06-2023	-	-
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	Gene3D	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	43	444	1.3E-36	T	24-06-2023	IPR036259	MFS transporter superfamily
SMWK01000103.1_orf11815	5814f6fb434e6bc582fa2f02fb34fcdc	464	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	24-06-2023	-	-
SMWK01000169.1_orf32059	b2b875818c6397edebae5a352dc7d2b7	239	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	23	191	2.2E-22	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
SMWK01000169.1_orf32059	b2b875818c6397edebae5a352dc7d2b7	239	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	17	187	2.74E-27	T	24-06-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
SMWK01000169.1_orf32059	b2b875818c6397edebae5a352dc7d2b7	239	PANTHER	PTHR45875	METHYLTRANSFERASE N6AMT1	22	188	1.9E-12	T	24-06-2023	-	-
SMWK01000169.1_orf32059	b2b875818c6397edebae5a352dc7d2b7	239	CDD	cd02440	AdoMet_MTases	47	164	4.70008E-11	T	24-06-2023	-	-
SMWK01000169.1_orf32059	b2b875818c6397edebae5a352dc7d2b7	239	Pfam	PF06325	Ribosomal protein L11 methyltransferase (PrmA)	44	118	2.7E-12	T	24-06-2023	-	-
SMWK01000252.1_orf55330	f7dec07d72b7c0f46b5366a525d830de	350	Gene3D	G3DSA:3.40.50.2300	-	33	204	4.4E-15	T	24-06-2023	-	-
SMWK01000252.1_orf55330	f7dec07d72b7c0f46b5366a525d830de	350	SUPERFAMILY	SSF52172	CheY-like	32	186	2.37E-12	T	24-06-2023	IPR011006	CheY-like superfamily
SMWK01000252.1_orf55330	f7dec07d72b7c0f46b5366a525d830de	350	ProSiteProfiles	PS50110	Response regulatory domain profile.	35	185	15.648956	T	24-06-2023	IPR001789	Signal transduction response regulator, receiver domain
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	PANTHER	PTHR43537	TRANSCRIPTIONAL REGULATOR, GNTR FAMILY	10	209	1.6E-16	T	24-06-2023	-	-
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	ProSiteProfiles	PS50949	GntR-type HTH domain profile.	10	77	17.143229	T	24-06-2023	IPR000524	Transcription regulator HTH, GntR
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	SMART	SM00345	gntr3	16	74	5.7E-11	T	24-06-2023	IPR000524	Transcription regulator HTH, GntR
SMWK01000079.1_orf4912	3c3e3434e04cdc06be443aa19b77e7d9	239	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	4	78	4.69E-17	T	24-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
