JACQFO010000126.1_orf8889	6140484221ee7bf8a725c58fa78b5822	443	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	65	443	27.498711	T	24-06-2023	IPR020846	Major facilitator superfamily domain
JACQFO010000010.1_orf17483	d7bafaf415e272a21a3a5f92c39368cb	597	FunFam	G3DSA:3.30.930.10:FF:000002	Threonine--tRNA ligase	187	493	7.8E-110	T	24-06-2023	-	-
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	PANTHER	PTHR43582	LINEARMYCIN RESISTANCE ATP-BINDING PROTEIN LNRL	5	321	3.6E-70	T	24-06-2023	-	-
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	16	240	7.64E-55	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	17	250	22.128962	T	24-06-2023	IPR003439	ABC transporter-like, ATP-binding domain
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	Pfam	PF00005	ABC transporter	34	177	3.1E-23	T	24-06-2023	IPR003439	ABC transporter-like, ATP-binding domain
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	ProSitePatterns	PS00211	ABC transporters family signature.	150	164	-	T	24-06-2023	IPR017871	ABC transporter-like, conserved site
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	Gene3D	G3DSA:3.40.50.300	-	4	296	3.8E-57	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000079.1_orf25238	0b7f76618c7e7f9c7256fc77bf9e44ac	334	SMART	SM00382	AAA_5	43	235	4.8E-11	T	24-06-2023	IPR003593	AAA+ ATPase domain
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	262	296	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	164	191	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	91	115	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	355	382	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	PANTHER	PTHR32114	ABC TRANSPORTER ABCH.3	275	571	2.1E-32	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	119	153	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	MobiDBLite	mobidb-lite	consensus disorder prediction	302	330	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	35	570	3.52E-22	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	324	351	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Coils	Coil	Coil	206	226	-	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	SUPERFAMILY	SSF75712	Rad50 coiled-coil Zn hook	208	295	1.96E-6	T	24-06-2023	-	-
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Gene3D	G3DSA:3.40.50.300	-	1	168	1.6E-7	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000005.1_orf15432	11f8bced3ea0865a8c531d8045d81b6e	576	Gene3D	G3DSA:3.40.50.300	-	322	572	2.0E-30	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000120.1_orf7314	c0518a50ad038b8de67980d15eb2f16f	171	SMART	SM01210	GARS_C_2	56	156	0.0011	T	24-06-2023	IPR020560	Phosphoribosylglycinamide synthetase, C-domain
JACQFO010000120.1_orf7314	c0518a50ad038b8de67980d15eb2f16f	171	PANTHER	PTHR43472	PHOSPHORIBOSYLAMINE--GLYCINE LIGASE	3	155	1.5E-9	T	24-06-2023	IPR000115	Phosphoribosylglycinamide synthetase
JACQFO010000120.1_orf7314	c0518a50ad038b8de67980d15eb2f16f	171	Gene3D	G3DSA:3.90.600.10	-	59	155	3.2E-6	T	24-06-2023	IPR037123	Phosphoribosylglycinamide synthetase, C-domain superfamily
JACQFO010000120.1_orf7314	c0518a50ad038b8de67980d15eb2f16f	171	Gene3D	G3DSA:3.30.470.20	-	2	55	1.1E-7	T	24-06-2023	-	-
JACQFO010000001.1_orf8319	37efa787f076de84ac1e4dc01c972944	314	MobiDBLite	mobidb-lite	consensus disorder prediction	125	175	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8319	37efa787f076de84ac1e4dc01c972944	314	MobiDBLite	mobidb-lite	consensus disorder prediction	204	226	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8319	37efa787f076de84ac1e4dc01c972944	314	MobiDBLite	mobidb-lite	consensus disorder prediction	297	314	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8319	37efa787f076de84ac1e4dc01c972944	314	MobiDBLite	mobidb-lite	consensus disorder prediction	189	314	-	T	24-06-2023	-	-
JACQFO010000001.1_orf8319	37efa787f076de84ac1e4dc01c972944	314	MobiDBLite	mobidb-lite	consensus disorder prediction	125	176	-	T	24-06-2023	-	-
JACQFO010000061.1_orf19728	a501978e3b64a9d32919df8fb0fd6e50	284	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	24-06-2023	-	-
JACQFO010000085.1_orf28	9ce13bab9f93c4d4a2d336ddf440862f	155	Gene3D	G3DSA:3.40.1280.10	-	9	155	4.9E-33	T	24-06-2023	IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal
JACQFO010000085.1_orf28	9ce13bab9f93c4d4a2d336ddf440862f	155	SUPERFAMILY	SSF75217	alpha/beta knot	10	149	9.81E-33	T	24-06-2023	IPR029028	Alpha/beta knot methyltransferases
JACQFO010000085.1_orf28	9ce13bab9f93c4d4a2d336ddf440862f	155	Pfam	PF03587	EMG1/NEP1 methyltransferase	13	128	2.0E-25	T	24-06-2023	IPR005304	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
JACQFO010000085.1_orf28	9ce13bab9f93c4d4a2d336ddf440862f	155	PANTHER	PTHR12636	NEP1/MRA1	10	128	1.9E-16	T	24-06-2023	IPR005304	Ribosomal biogenesis, methyltransferase, EMG1/NEP1
JACQFO010000118.1_orf6448	1888fcd612e43f0a1c1c3be9299129b6	208	MobiDBLite	mobidb-lite	consensus disorder prediction	126	148	-	T	24-06-2023	-	-
JACQFO010000118.1_orf6448	1888fcd612e43f0a1c1c3be9299129b6	208	MobiDBLite	mobidb-lite	consensus disorder prediction	64	83	-	T	24-06-2023	-	-
JACQFO010000118.1_orf6448	1888fcd612e43f0a1c1c3be9299129b6	208	MobiDBLite	mobidb-lite	consensus disorder prediction	28	87	-	T	24-06-2023	-	-
JACQFO010000012.1_orf13516	5ba977fcd922d79f1830c9c952c61387	223	MobiDBLite	mobidb-lite	consensus disorder prediction	40	62	-	T	24-06-2023	-	-
JACQFO010000012.1_orf13516	5ba977fcd922d79f1830c9c952c61387	223	MobiDBLite	mobidb-lite	consensus disorder prediction	86	115	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	416	431	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	45	212	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	229	431	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	95	118	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	304	318	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	393	407	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	166	206	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	77	94	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	119	146	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	276	303	-	T	24-06-2023	-	-
JACQFO010000076.1_orf20142	adfbf34a72d05f649c04dedea9dc460d	431	MobiDBLite	mobidb-lite	consensus disorder prediction	335	380	-	T	24-06-2023	-	-
JACQFO010000123.1_orf7482	d4a8f8ffc977ad7638061b4d5364e802	121	MobiDBLite	mobidb-lite	consensus disorder prediction	84	104	-	T	24-06-2023	-	-
JACQFO010000123.1_orf7482	d4a8f8ffc977ad7638061b4d5364e802	121	MobiDBLite	mobidb-lite	consensus disorder prediction	64	106	-	T	24-06-2023	-	-
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	Pfam	PF01087	Galactose-1-phosphate uridyl transferase, N-terminal domain	153	232	5.8E-5	T	24-06-2023	IPR005849	Galactose-1-phosphate uridyl transferase, N-terminal
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	PANTHER	PTHR42763	ADP-GLUCOSE PHOSPHORYLASE	50	385	3.2E-64	T	24-06-2023	-	-
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	SUPERFAMILY	SSF54197	HIT-like	232	385	1.87E-20	T	24-06-2023	IPR036265	HIT-like superfamily
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	Gene3D	G3DSA:3.30.428.10	-	88	231	6.0E-24	T	24-06-2023	IPR036265	HIT-like superfamily
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	Gene3D	G3DSA:3.30.428.10	-	232	392	1.0E-33	T	24-06-2023	IPR036265	HIT-like superfamily
JACQFO010000069.1_orf23224	4e498d71718b056c681c929ae4d25fbe	397	SUPERFAMILY	SSF54197	HIT-like	56	230	2.04E-25	T	24-06-2023	IPR036265	HIT-like superfamily
JACQFO010000068.1_orf23026	b5ad960431e07503e4c7d4c918d98284	379	MobiDBLite	mobidb-lite	consensus disorder prediction	347	379	-	T	24-06-2023	-	-
JACQFO010000068.1_orf23026	b5ad960431e07503e4c7d4c918d98284	379	MobiDBLite	mobidb-lite	consensus disorder prediction	89	134	-	T	24-06-2023	-	-
JACQFO010000068.1_orf23026	b5ad960431e07503e4c7d4c918d98284	379	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	24-06-2023	-	-
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	CDD	cd04301	NAT_SF	59	129	5.63404E-12	T	24-06-2023	-	-
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	Pfam	PF00583	Acetyltransferase (GNAT) family	33	146	3.3E-17	T	24-06-2023	IPR000182	GNAT domain
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	PANTHER	PTHR43877	-	55	154	3.7E-13	T	24-06-2023	-	-
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	Gene3D	G3DSA:3.40.630.30	-	14	149	2.1E-24	T	24-06-2023	-	-
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	18	148	1.99E-24	T	24-06-2023	IPR016181	Acyl-CoA N-acyltransferase
JACQFO010000046.1_orf15263	bb78ca686c72af7eebc6cff0dd2c80d4	161	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	17	161	19.482187	T	24-06-2023	IPR000182	GNAT domain
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	PANTHER	PTHR46274	PHOSPHATIDYLINOSITOL PHOSPHATASE	56	172	7.7E-12	T	24-06-2023	-	-
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	Pfam	PF00782	Dual specificity phosphatase, catalytic domain	61	173	7.0E-14	T	24-06-2023	IPR000340	Dual specificity phosphatase, catalytic domain
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	SMART	SM00195	dsp_5	43	179	9.2E-5	T	24-06-2023	IPR020422	Dual specificity protein phosphatase domain
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	SUPERFAMILY	SSF52799	(Phosphotyrosine protein) phosphatases II	37	166	1.77E-26	T	24-06-2023	IPR029021	Protein-tyrosine phosphatase-like
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	ProSitePatterns	PS00383	Tyrosine specific protein phosphatases active site.	125	135	-	T	24-06-2023	IPR016130	Protein-tyrosine phosphatase, active site
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	ProSiteProfiles	PS50056	Tyrosine specific protein phosphatases domain profile.	104	172	14.069469	T	24-06-2023	IPR000387	Tyrosine-specific protein phosphatases domain
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	Gene3D	G3DSA:3.90.190.10	Protein tyrosine phosphatase superfamily	33	178	6.1E-31	T	24-06-2023	IPR029021	Protein-tyrosine phosphatase-like
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	ProSiteProfiles	PS50054	Dual specificity protein phosphatase domain profile.	38	185	22.864746	T	24-06-2023	IPR020422	Dual specificity protein phosphatase domain
JACQFO010000089.1_orf951	2ec4978b97553905b0c0c2d2663220f8	186	FunFam	G3DSA:3.90.190.10:FF:000157	Protein-tyrosine phosphatase	40	185	4.8E-21	T	24-06-2023	-	-
JACQFO010000111.1_orf6053	38b72dd0061adf1ab2c18ebf719227fd	184	MobiDBLite	mobidb-lite	consensus disorder prediction	114	184	-	T	24-06-2023	-	-
JACQFO010000111.1_orf6053	38b72dd0061adf1ab2c18ebf719227fd	184	MobiDBLite	mobidb-lite	consensus disorder prediction	167	184	-	T	24-06-2023	-	-
JACQFO010000111.1_orf6053	38b72dd0061adf1ab2c18ebf719227fd	184	MobiDBLite	mobidb-lite	consensus disorder prediction	144	161	-	T	24-06-2023	-	-
JACQFO010000071.1_orf21667	9f14e8ad985f45e04b8d1648503ef8c2	850	MobiDBLite	mobidb-lite	consensus disorder prediction	814	850	-	T	24-06-2023	-	-
JACQFO010000071.1_orf21667	9f14e8ad985f45e04b8d1648503ef8c2	850	SUPERFAMILY	SSF50939	Sialidases	360	603	7.01E-7	T	24-06-2023	IPR036278	Sialidase superfamily
JACQFO010000089.1_orf1016	89bad4ea68efd7039522cb27742f1946	279	MobiDBLite	mobidb-lite	consensus disorder prediction	218	259	-	T	24-06-2023	-	-
JACQFO010000089.1_orf1016	89bad4ea68efd7039522cb27742f1946	279	MobiDBLite	mobidb-lite	consensus disorder prediction	162	194	-	T	24-06-2023	-	-
JACQFO010000089.1_orf1016	89bad4ea68efd7039522cb27742f1946	279	MobiDBLite	mobidb-lite	consensus disorder prediction	132	194	-	T	24-06-2023	-	-
JACQFO010000089.1_orf1016	89bad4ea68efd7039522cb27742f1946	279	MobiDBLite	mobidb-lite	consensus disorder prediction	228	255	-	T	24-06-2023	-	-
JACQFO010000089.1_orf1016	89bad4ea68efd7039522cb27742f1946	279	MobiDBLite	mobidb-lite	consensus disorder prediction	46	76	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	MobiDBLite	mobidb-lite	consensus disorder prediction	159	173	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	MobiDBLite	mobidb-lite	consensus disorder prediction	34	58	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	Pfam	PF01812	5-formyltetrahydrofolate cyclo-ligase family	224	401	7.6E-37	T	24-06-2023	IPR002698	5-formyltetrahydrofolate cyclo-ligase
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	TIGRFAM	TIGR02727	MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase	224	401	1.8E-41	T	24-06-2023	IPR002698	5-formyltetrahydrofolate cyclo-ligase
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	SUPERFAMILY	SSF100950	NagB/RpiA/CoA transferase-like	223	407	1.67E-42	T	24-06-2023	IPR037171	NagB/RpiA transferase-like
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	PANTHER	PTHR23407	ATPASE INHIBITOR/5-FORMYLTETRAHYDROFOLATE CYCLO-LIGASE	224	407	9.5E-28	T	24-06-2023	IPR002698	5-formyltetrahydrofolate cyclo-ligase
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	MobiDBLite	mobidb-lite	consensus disorder prediction	1	115	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	MobiDBLite	mobidb-lite	consensus disorder prediction	132	204	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20267	85e59d87d680e7b62a1e6a1194eb49c2	410	Gene3D	G3DSA:3.40.50.10420	-	222	409	1.1E-51	T	24-06-2023	IPR024185	5-formyltetrahydrofolate cyclo-ligase-like domain superfamily
JACQFO010000062.1_orf20749	51b89eda19d54807eede7d4ec3cf5cd4	185	MobiDBLite	mobidb-lite	consensus disorder prediction	1	58	-	T	24-06-2023	-	-
JACQFO010000062.1_orf20749	51b89eda19d54807eede7d4ec3cf5cd4	185	MobiDBLite	mobidb-lite	consensus disorder prediction	35	58	-	T	24-06-2023	-	-
JACQFO010000062.1_orf20749	51b89eda19d54807eede7d4ec3cf5cd4	185	MobiDBLite	mobidb-lite	consensus disorder prediction	156	185	-	T	24-06-2023	-	-
JACQFO010000105.1_orf3992	a21c372a2c341dac40bafcd8ee30d00c	284	MobiDBLite	mobidb-lite	consensus disorder prediction	116	222	-	T	24-06-2023	-	-
JACQFO010000105.1_orf3992	a21c372a2c341dac40bafcd8ee30d00c	284	MobiDBLite	mobidb-lite	consensus disorder prediction	32	54	-	T	24-06-2023	-	-
JACQFO010000105.1_orf3992	a21c372a2c341dac40bafcd8ee30d00c	284	MobiDBLite	mobidb-lite	consensus disorder prediction	138	163	-	T	24-06-2023	-	-
JACQFO010000105.1_orf3992	a21c372a2c341dac40bafcd8ee30d00c	284	MobiDBLite	mobidb-lite	consensus disorder prediction	32	93	-	T	24-06-2023	-	-
JACQFO010000105.1_orf3992	a21c372a2c341dac40bafcd8ee30d00c	284	MobiDBLite	mobidb-lite	consensus disorder prediction	178	207	-	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	Pfam	PF13528	Glycosyl transferase family 1	84	212	1.8E-7	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	Pfam	PF04101	Glycosyltransferase family 28 C-terminal domain	358	428	4.6E-12	T	24-06-2023	IPR007235	Glycosyl transferase, family 28, C-terminal
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	MobiDBLite	mobidb-lite	consensus disorder prediction	35	78	-	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	347	438	2.1E-15	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	MobiDBLite	mobidb-lite	consensus disorder prediction	47	63	-	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	PANTHER	PTHR21015	UDP-N-ACETYLGLUCOSAMINE--N-ACETYLMURAMYL-(PENTAPEPTIDE) PYROPHOSPHORYL-UNDECAPRENOL N-ACETYLGLUCOSAMINE TRANSFERASE 1	358	429	3.5E-19	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	Gene3D	G3DSA:3.40.50.2000	Glycogen Phosphorylase B;	71	243	4.4E-10	T	24-06-2023	-	-
JACQFO010000007.1_orf2923	cccc068e1911d08c19feff6dd23d31a6	469	SUPERFAMILY	SSF53756	UDP-Glycosyltransferase/glycogen phosphorylase	81	460	2.49E-32	T	24-06-2023	-	-
JACQFO010000005.1_orf15453	c33cb02aaf712a7551a36de4f61e62b4	446	Pfam	PF04895	Archaeal Nre, C-terminal	337	446	4.8E-33	T	24-06-2023	IPR006979	Archaeal Nre, C-terminal
JACQFO010000005.1_orf15453	c33cb02aaf712a7551a36de4f61e62b4	446	Pfam	PF04894	Archaeal Nre, N-terminal	55	324	1.5E-101	T	24-06-2023	IPR006978	Archaeal Nre, N-terminal
JACQFO010000005.1_orf15453	c33cb02aaf712a7551a36de4f61e62b4	446	PANTHER	PTHR38136	DNA REPAIR PROTEIN	45	446	1.3E-138	T	24-06-2023	IPR033167	Archaeal Nre
JACQFO010000005.1_orf15453	c33cb02aaf712a7551a36de4f61e62b4	446	Hamap	MF_02096	DNA repair protein.	20	446	36.482601	T	24-06-2023	IPR033167	Archaeal Nre
JACQFO010000001.1_orf8240	fbb589773d0980976d7e07409eaa5987	324	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20287	e9f6898906ee1c7d97ce62de6cb7b8d5	282	MobiDBLite	mobidb-lite	consensus disorder prediction	148	164	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20287	e9f6898906ee1c7d97ce62de6cb7b8d5	282	MobiDBLite	mobidb-lite	consensus disorder prediction	127	147	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20287	e9f6898906ee1c7d97ce62de6cb7b8d5	282	MobiDBLite	mobidb-lite	consensus disorder prediction	190	250	-	T	24-06-2023	-	-
JACQFO010000013.1_orf20287	e9f6898906ee1c7d97ce62de6cb7b8d5	282	MobiDBLite	mobidb-lite	consensus disorder prediction	76	250	-	T	24-06-2023	-	-
JACQFO010000100.1_orf2035	f16f75b86da8f229f23cf4169d84af0b	138	MobiDBLite	mobidb-lite	consensus disorder prediction	52	79	-	T	24-06-2023	-	-
JACQFO010000100.1_orf2035	f16f75b86da8f229f23cf4169d84af0b	138	MobiDBLite	mobidb-lite	consensus disorder prediction	114	138	-	T	24-06-2023	-	-
JACQFO010000068.1_orf23035	65e996734a55df453f487086c2526dbc	268	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	24-06-2023	-	-
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	CDD	cd07962	Anticodon_Ia_Val	579	708	1.15676E-43	T	24-06-2023	IPR033705	Valyl tRNA synthetase, anticodon-binding domain
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	SUPERFAMILY	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	592	763	4.11E-38	T	24-06-2023	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	Pfam	PF08264	Anticodon-binding domain of tRNA ligase	616	743	3.6E-28	T	24-06-2023	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	26	571	7.7E-97	T	24-06-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	Gene3D	G3DSA:1.10.730.10	-	537	752	3.5E-47	T	24-06-2023	-	-
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	FunFam	G3DSA:3.40.50.620:FF:000192	Valine--tRNA ligase	14	224	2.1E-69	T	24-06-2023	-	-
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	Gene3D	G3DSA:3.40.50.620	HUPs	18	251	1.1E-41	T	24-06-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	18	587	1.01E-97	T	24-06-2023	-	-
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	SUPERFAMILY	SSF50677	ValRS/IleRS/LeuRS editing domain	199	348	1.44E-37	T	24-06-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	PRINTS	PR00986	Valyl-tRNA synthetase signature	461	482	1.7E-11	T	24-06-2023	IPR002303	Valine-tRNA ligase
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	PRINTS	PR00986	Valyl-tRNA synthetase signature	46	57	1.7E-11	T	24-06-2023	IPR002303	Valine-tRNA ligase
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	PRINTS	PR00986	Valyl-tRNA synthetase signature	238	255	1.7E-11	T	24-06-2023	IPR002303	Valine-tRNA ligase
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	PRINTS	PR00986	Valyl-tRNA synthetase signature	492	510	1.7E-11	T	24-06-2023	IPR002303	Valine-tRNA ligase
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	PANTHER	PTHR11946	VALYL-TRNA SYNTHETASES	14	759	2.2E-145	T	24-06-2023	IPR002303	Valine-tRNA ligase
JACQFO010000014.1_orf25345	a4761b4a8bb3dabc7a0d8bf61d71bbf6	780	Gene3D	G3DSA:3.40.50.620	HUPs	291	536	2.6E-43	T	24-06-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
JACQFO010000001.1_orf8455	8cfe4ee6d6b23b910145bedcc5c27b29	408	Gene3D	G3DSA:3.90.600.20	-	162	257	3.5E-30	T	24-06-2023	-	-
