KO	prodigal_RW1	prodigal_GIC31	prodigal_Rleg	prodigal_RW2	prodigal_DJ
K02500: hisF; imidazole glycerol-phosphate synthase subunit HisF	0	2	2	2	2
K01524: ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	0	2	2	2	2
K12567: TTN; titin	0	3	0	3	3
K00548: metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	0	3	3	3	3
K05301: sorA; sulfite dehydrogenase (cytochrome) subunit A	0	3	18	3	18
K06855: MAPK4_6; mitogen-activated protein kinase 4/6	0	32	24	32	32
K04565: SOD1; superoxide dismutase, Cu-Zn family	0	2	4	2	4
K05591: dbpA; ATP-dependent RNA helicase DbpA	0	4	4	4	4
K00600: glyA, SHMT; glycine hydroxymethyltransferase	0	3	3	3	3
K08964: mtnB; methylthioribulose-1-phosphate dehydratase	0	10	5	10	10
K01649: leuA, IMS; 2-isopropylmalate synthase	0	1	2	1	2
K02316: dnaG; DNA primase	0	1	1	1	1
K11788: ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase	0	4	4	4	4
K11787: GART; phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase	0	8	8	8	8
K08049: ADCY9; adenylate cyclase 9	0	1	12	1	12
K08048: ADCY8; adenylate cyclase 8	0	1	13	1	13
K08043: ADCY3; adenylate cyclase 3	0	1	13	1	13
K08042: ADCY2; adenylate cyclase 2	0	1	13	1	13
K08044: ADCY4; adenylate cyclase 4	0	1	7	1	7
K08047: ADCY7; adenylate cyclase 7	0	1	7	1	7
K08041: ADCY1; adenylate cyclase 1	0	1	13	1	13
K08046: ADCY6; adenylate cyclase 6	0	1	7	1	7
K08045: ADCY5; adenylate cyclase 5	0	1	7	1	7
K01681: ACO, acnA; aconitate hydratase	0	4	4	4	4
K01682: acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase	0	3	3	3	3
K01518: NUDT2; bis(5'-nucleosidyl)-tetraphosphatase	0	4	4	4	2
K02338: dnaN; DNA polymerase III subunit beta	0	2	2	2	2
K03046: rpoC; DNA-directed RNA polymerase subunit beta'	0	14	12	14	12
K02446: glpX; fructose-1,6-bisphosphatase II	0	6	0	6	0
K09994: phnO; (aminoalkyl)phosphonate N-acetyltransferase	0	2	2	2	2
K05590: srmB; ATP-dependent RNA helicase SrmB	0	1	1	1	1
K00958: sat, met3; sulfate adenylyltransferase	0	18	27	18	81
K13811: PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase	0	10	20	15	45
K00390: cysH; phosphoadenosine phosphosulfate reductase	0	3	4	3	5
K08958: CSNK1G; casein kinase 1, gamma	0	3	3	3	3
K03575: mutY; A/G-specific adenine glycosylase	0	3	3	3	3
K05592: deaD, cshA; ATP-dependent RNA helicase DeaD	0	7	7	7	7
K13513: LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase	0	2	2	2	2
K01581: E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase	0	1	1	1	1
K03653: K03653; N-glycosylase/DNA lyase	0	9	9	9	9
K07409: CYP1A2; cytochrome P450 family 1 subfamily A2	0	1	1	1	1
K07410: CYP1B1; cytochrome P450 family 1 subfamily B1	0	1	1	1	1
K07408: CYP1A1; cytochrome P450 family 1 subfamily A1	0	1	1	1	1
K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	0	1	1	1	1
K01924: murC; UDP-N-acetylmuramate--alanine ligase	0	6	6	6	6
K02558: mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	0	2	2	2	2
K06276: PDPK1; 3-phosphoinositide dependent protein kinase-1	0	6	6	6	6
K01480: speB; agmatinase	0	1	1	1	0
K00769: gpt; xanthine phosphoribosyltransferase	0	1	1	1	1
K00611: OTC, argF, argI; ornithine carbamoyltransferase	0	1	1	1	1
K08799: MELK; maternal embryonic leucine zipper kinase	0	15	15	15	15
K08294: MKK1_2; mitogen-activated protein kinase kinase	0	2	2	2	2
K08813: STK33; serine/threonine kinase 33	0	4	4	4	4
K04486: E3.1.3.15B; histidinol-phosphatase (PHP family)	0	1	1	1	1
K00839: pucG; (S)-ureidoglycine---glyoxylate transaminase	0	4	4	4	2
K11142: LAP3; cytosol aminopeptidase	0	2	2	2	2
K03782: katG; catalase-peroxidase	0	5	5	5	5
K08269: ULK2, ATG1; serine/threonine-protein kinase ULK2	0	3	3	3	3
K06117: E3.1.3.21; glycerol-1-phosphatase	0	3	3	3	3
K01243: mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	0	1	1	1	1
K01199: EGLC; glucan endo-1,3-beta-D-glucosidase	0	2	2	2	0
K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	0	3	3	3	3
K07513: ACAA1; acetyl-CoA acyltransferase 1	0	2	2	2	2
K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	0	2	2	2	2
K04459: DUSP, MKP; dual specificity MAP kinase phosphatase	0	6	2	6	6
K05601: hcp; hydroxylamine reductase	0	6	5	6	5
K01070: frmB, ESD, fghA; S-formylglutathione hydrolase	0	1	1	1	1
K00656: E2.3.1.54, pflD; formate C-acetyltransferase	0	1	0	1	0
K00453: TDO2, kynA; tryptophan 2,3-dioxygenase	0	1	0	1	0
K03207: wcaH; colanic acid biosynthesis protein WcaH	0	1	1	1	1
K00207: DPYD; dihydropyrimidine dehydrogenase (NADP+)	0	1	2	1	2
K13531: adaB; methylated-DNA-[protein]-cysteine S-methyltransferase	0	4	4	4	4
K01953: asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	0	3	3	3	3
K00466: iaaM; tryptophan 2-monooxygenase	0	1	1	1	0
K01193: INV, sacA; beta-fructofuranosidase	0	8	8	8	8
K01704: leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	0	4	4	4	4
K13503: trpEG; anthranilate synthase	0	24	24	24	24
K01666: mhpE; 4-hydroxy 2-oxovalerate aldolase	0	1	1	1	1
K03786: aroQ, qutE; 3-dehydroquinate dehydratase II	0	2	2	2	2
K10040: peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	0	1	1	1	1
K00465: CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1	0	1	1	1	1
K10535: hao; hydroxylamine dehydrogenase	0	1	1	1	1
K02080: agaI; galactosamine-6-phosphate isomerase	0	3	0	3	3
K03830: yafP; putative acetyltransferase	0	2	2	2	2
K11227: PBS2; mitogen-activated protein kinase kinase	0	1	1	1	1
K08793: STK32, YANK; serine/threonine kinase 32	0	3	3	3	3
K13278: ASPG; 60kDa lysophospholipase	0	5	0	5	5
K08688: E3.5.3.3; creatinase	0	2	2	2	2
K08867: WNK, PRKWNK; WNK lysine deficient protein kinase	0	9	9	9	9
K04457: PPM1A, PP2CA; protein phosphatase 1A	0	2	0	2	2
K04461: PPM1B, PP2CB; protein phosphatase 1B	0	2	0	2	2
K14497: PP2C; protein phosphatase 2C	0	2	0	2	2
K00040: uxuB; fructuronate reductase	0	3	3	3	3
K03732: rhlB; ATP-dependent RNA helicase RhlB	0	3	3	3	3
K04424: ZAK, MLTK; sterile alpha motif and leucine zipper containing kinase AZK	0	4	4	4	4
K00799: GST, gst; glutathione S-transferase	0	1	3	1	3
K11069: potD; spermidine/putrescine transport system substrate-binding protein	0	2	2	2	2
K01648: ACLY; ATP citrate (pro-S)-lyase	0	1	1	1	1
K08864: TLK; tousled-like kinase	0	6	6	6	6
K09251: patA; putrescine aminotransferase	0	1	1	1	1
K07314: pphB; serine/threonine protein phosphatase 2	0	2	2	2	2
K13413: MKK4_5; mitogen-activated protein kinase kinase 4/5	0	2	2	2	2
K04368: MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	0	4	4	4	4
K07681: vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS	0	9	9	9	9
K12152: nudJ; phosphatase NudJ	0	1	1	1	1
K00568: ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	0	2	2	2	2
K01843: kamA; lysine 2,3-aminomutase	0	1	1	1	1
K11226: STE7; mitogen-activated protein kinase kinase	0	1	1	1	1
K07441: ALG14; beta-1,4-N-acetylglucosaminyltransferase	0	2	2	2	2
K07432: ALG13; beta-1,4-N-acetylglucosaminyltransferase	0	3	3	3	3
K12823: DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2	0	2	2	2	2
K05522: nei; endonuclease VIII	0	6	6	6	6
K10227: smoE, mtlE; polyol transport system substrate-binding protein	0	1	1	1	1
K04422: MAP3K13, LZK; mitogen-activated protein kinase kinase kinase 13	0	3	3	3	3
K04423: MAP3K12, MUK; mitogen-activated protein kinase kinase kinase 12	0	3	3	3	3
K04419: MAP3K11, MLK3; mitogen-activated protein kinase kinase kinase 11	0	3	3	3	3
K04417: MAP3K9, MLK1; mitogen-activated protein kinase kinase kinase 9	0	3	3	3	3
K04418: MAP3K10, MLK2; mitogen-activated protein kinase kinase kinase 10	0	3	3	3	3
K00260: gudB, rocG; glutamate dehydrogenase	0	5	0	5	5
K01194: TREH, treA, treF; alpha,alpha-trehalase	0	3	3	3	3
K07508: ACAA2; acetyl-CoA acyltransferase 2	0	4	4	4	4
K00880: lyxK; L-xylulokinase	0	1	1	1	1
K05546: GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase	0	2	0	2	0
K05688: PINK1; PTEN induced putative kinase 1	0	9	9	9	9
K02786: lacF; lactose PTS system EIIA component	0	7	0	7	0
K02759: celC, chbA; cellobiose PTS system EIIA component	0	7	0	7	0
K11440: gbsB; choline dehydrogenase	0	22	22	22	22
K08797: HUNK; hormonally upregulated Neu-associated kinase	0	6	6	6	6
K00481: pobA; p-hydroxybenzoate 3-monooxygenase	0	1	1	1	1
K06125: COQ2; 4-hydroxybenzoate polyprenyltransferase	0	4	4	4	4
K00202: fwdC, fmdC; formylmethanofuran dehydrogenase subunit C	0	3	15	12	12
K03785: aroD; 3-dehydroquinate dehydratase I	0	6	6	6	6
K02831: RAD53; ser/thr/tyr protein kinase RAD53	0	8	8	8	8
K03340: dapdh; diaminopimelate dehydrogenase	0	2	2	2	2
K11228: STE11; mitogen-activated protein kinase kinase kinase	0	4	4	4	4
K08966: mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	0	4	0	4	4
K00500: phhA, PAH; phenylalanine-4-hydroxylase	0	3	3	3	3
K06382: spoIIE; stage II sporulation protein E	0	2	2	2	2
K04433: MAP2K6, MKK6; mitogen-activated protein kinase kinase 6	0	2	2	2	2
K13178: DDX17; ATP-dependent RNA helicase DDX17	0	1	1	1	1
K13177: DDX1; ATP-dependent RNA helicase DDX1	0	1	1	1	1
K06228: FU; fused	0	3	3	3	3
K00797: speE, SRM, SPE3; spermidine synthase	0	3	3	3	3
K00315: DMGDH; dimethylglycine dehydrogenase	0	1	1	1	1
K03389: hdrB2; heterodisulfide reductase subunit B2	0	7	7	7	7
K01185: E3.2.1.17; lysozyme	0	1	1	1	1
K00075: murB; UDP-N-acetylmuramate dehydrogenase	0	2	2	2	2
K13522: K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase	0	3	3	3	3
K10705: GAPDHS; glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	0	8	8	8	8
K01679: E4.2.1.2B, fumC, FH; fumarate hydratase, class II	0	3	3	3	3
K13018: wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	0	2	2	2	2
K01247: alkA; DNA-3-methyladenine glycosylase II	0	5	5	5	2
K00527: rtpR; ribonucleoside-triphosphate reductase (thioredoxin)	0	2	2	2	2
K00643: E2.3.1.37, ALAS; 5-aminolevulinate synthase	0	1	1	1	1
K00657: speG, SAT; diamine N-acetyltransferase	0	1	1	1	1
K04463: MAP2K5, MEK5; mitogen-activated protein kinase kinase 5	0	1	1	1	1
K03715: MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase	0	1	0	1	1
K00123: fdoG, fdhF, fdwA; formate dehydrogenase major subunit	0	4	40	28	36
K01178: SGA1; glucoamylase	0	2	2	2	2
K08809: SPEG; striated muscle-specific serine/threonine protein kinase	0	15	15	15	15
K08810: TRIO; triple functional domain protein	0	12	12	12	12
K08811: TSSK, STK22; testis-specific serine kinase	0	6	6	6	6
K11479: AURKB; aurora kinase B	0	3	3	3	3
K11480: AURKC; aurora kinase C	0	3	3	3	3
K10713: fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase	0	2	2	2	1
K13812: fae-hps; bifunctional enzyme Fae/Hps	0	4	4	4	2
K03148: thiF; sulfur carrier protein ThiS adenylyltransferase	0	1	1	1	1
K04420: MAP3K2, MEKK2; mitogen-activated protein kinase kinase kinase 2	0	2	2	2	2
K04421: MAP3K3, MEKK3; mitogen-activated protein kinase kinase kinase 3	0	2	2	2	2
K11946: phdG; hydratase-aldolase	0	3	3	3	3
K04514: ROCK1; Rho-associated protein kinase 1	0	6	6	6	6
K01938: fhs; formate--tetrahydrofolate ligase	0	4	4	4	4
K13403: MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase	0	2	2	2	2
K00288: MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	0	4	4	4	4
K13402: MTHFD1L; monofunctional C1-tetrahydrofolate synthase, mitochondrial	0	4	4	4	4
K03579: hrpB; ATP-dependent helicase HrpB	0	3	3	3	3
K00836: ectB, dat; diaminobutyrate-2-oxoglutarate transaminase	0	1	1	1	1
K11725: LHPP; phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0	6	3	6	6
K02427: rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase	0	2	2	2	2
K04440: JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase)	0	8	8	8	8
K00601: E2.1.2.2; phosphoribosylglycinamide formyltransferase	0	4	4	4	4
K08808: PSKH; protein serine kinase H	0	9	9	9	9
K11261: fwdE, fmdE; formylmethanofuran dehydrogenase subunit E	0	3	3	3	3
K00830: AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase	0	4	4	4	4
K13430: PBS1; serine/threonine-protein kinase PBS1	0	3	3	3	3
K00169: porA; pyruvate ferredoxin oxidoreductase alpha subunit	0	15	15	15	15
K01925: murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	0	3	3	3	3
K06957: tmcA; tRNA(Met) cytidine acetyltransferase	0	2	4	2	2
K14510: CTR1; serine/threonine-protein kinase CTR1	0	3	3	3	3
K13523: AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase	0	2	2	2	2
K12155: CYP79F2; homomethionine N-monooxygenase	0	4	4	4	4
K13117: DHX35; ATP-dependent RNA helicase DDX35	0	4	4	4	4
K02075: ABC.ZM.P; zinc/manganese transport system permease protein	0	1	1	1	1
K09819: ABC.MN.P; manganese/iron transport system permease protein	0	3	3	3	3
K01476: E3.5.3.1, rocF, arg; arginase	0	1	1	1	0
K11916: stk1; serine/threonine-protein kinase Stk1	0	8	8	8	8
K03332: fruA; fructan beta-fructosidase	0	1	1	1	1
K01190: lacZ; beta-galactosidase	0	3	9	6	3
K13007: wbpL; glycosyltransferase WbpL	0	6	6	6	6
K01939: purA, ADSS; adenylosuccinate synthase	0	2	2	2	2
K01640: E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase	0	1	1	1	1
K08280: wbbJ; lipopolysaccharide O-acetyltransferase	0	2	6	2	0
K11532: glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase	0	3	0	3	0
K01655: LYS21, LYS20; homocitrate synthase	0	2	3	2	3
K00055: E1.1.1.90; aryl-alcohol dehydrogenase	0	1	1	1	1
K08802: SNRK; SNF related kinase	0	9	9	9	9
K00381: cysI; sulfite reductase (NADPH) hemoprotein beta-component	0	4	8	4	8
K11938: cof; HMP-PP phosphatase	0	1	0	1	1
K13988: NUDT9; ADP-ribose pyrophosphatase	0	1	1	1	1
K02037: pstC; phosphate transport system permease protein	0	1	1	1	1
K05823: dapL; N-acetyldiaminopimelate deacetylase	0	2	2	2	0
K04365: BRAF; B-Raf proto-oncogene serine/threonine-protein kinase	0	3	3	3	3
K12766: MDS1, RIM11; serine/threonine-protein kinase MDS1/RIM11	0	3	0	3	3
K03692: E2.4.1.213; glucosylglycerol-phosphate synthase	0	1	1	1	1
K00876: udk, UCK; uridine kinase	0	1	1	1	1
K11265: ADCY10; adenylate cyclase 10	0	3	8	3	8
K04702: PIM1; proto-oncogene serine/threonine-protein kinase Pim-1	0	3	3	3	3
K08806: PIM2; proto-oncogene serine/threonine-protein kinase Pim-2	0	3	3	3	3
K08807: PIM3; proto-oncogene serine/threonine-protein kinase Pim-3	0	3	3	3	3
K01836: PGM3; phosphoacetylglucosamine mutase	0	1	1	1	1
K13830: ARO1; pentafunctional AROM polypeptide	0	28	28	28	28
K01452: E3.5.1.41; chitin deacetylase	0	2	2	2	2
K10801: MBD4; methyl-CpG-binding domain protein 4	0	2	2	2	2
K04456: AKT; RAC serine/threonine-protein kinase	0	6	6	6	6
K13511: TAZ; monolysocardiolipin acyltransferase	0	2	2	2	0
K01631: dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase	0	1	1	1	1
K00282: gcvPA; glycine dehydrogenase subunit 1	0	2	2	2	2
K01783: rpe, RPE; ribulose-phosphate 3-epimerase	0	2	2	2	2
K01814: hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	0	4	4	4	4
K03077: araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase	0	3	4	4	4
K05556: actVI1, RED1; ketoreductase RED1	0	5	5	5	5
K11715: ERN2; serine/threonine-protein kinase/endoribonuclease IRE2	0	3	6	3	6
K03002: RPA2, POLR1B; DNA-directed RNA polymerase I subunit RPA2	0	8	8	8	8
K03010: RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2	0	8	8	8	8
K03044: rpoB1; DNA-directed RNA polymerase subunit B'	0	8	8	8	8
K13798: rpoB; DNA-directed RNA polymerase subunit B	0	8	8	8	8
"K03045: rpoB2; DNA-directed RNA polymerase subunit B\"""	0	8	8	8	8
K03043: rpoB; DNA-directed RNA polymerase subunit beta	0	12	12	12	12
K13797: rpoBC; DNA-directed RNA polymerase subunit beta-beta'	0	12	12	12	12
K10215: ethA; monooxygenase	0	4	4	4	4
K13355: NUDT19; nucleoside diphosphate-linked moiety X motif 19, mitochondrial	0	1	1	1	1
K01220: E3.2.1.85, lacG; 6-phospho-beta-galactosidase	0	2	2	2	0
K13247: CRYL1; L-gulonate 3-dehydrogenase	0	1	1	1	1
K00552: GNMT; glycine N-methyltransferase	0	1	1	1	1
K11436: PRMT3; type I protein arginine methyltransferase	0	2	2	2	2
K04369: MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	0	1	1	1	1
K02203: thrH; phosphoserine / homoserine phosphotransferase	0	6	12	6	12
K00007: dalD; D-arabinitol 4-dehydrogenase	0	1	1	1	1
K08858: SBK; serine/threonine-protein kinase SBK	0	3	3	3	3
K05879: dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL	0	1	1	1	1
K07260: vanY; zinc D-Ala-D-Ala carboxypeptidase	0	4	2	4	2
K12945: nudK; GDP-mannose pyrophosphatase NudK	0	1	1	1	1
K13179: DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1	0	1	1	1	1
K03660: OGG1; N-glycosylase/DNA lyase	0	6	6	6	6
K00094: E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase	0	1	1	1	1
K10353: E2.7.1.76, dak; deoxyadenosine kinase	0	2	0	2	0
K10984: agaB; galactosamine PTS system EIIB component	0	7	7	7	7
K13767: fadB; enoyl-CoA hydratase	0	6	6	6	6
K10714: mtdB; methylene-tetrahydromethanopterin dehydrogenase	0	1	0	1	0
K09880: mtnC, ENOPH1; enolase-phosphatase E1	0	2	2	2	2
K09011: cimA; (R)-citramalate synthase	0	1	1	1	1
K02038: pstA; phosphate transport system permease protein	0	1	1	1	1
K05342: treP; alpha,alpha-trehalose phosphorylase	0	2	0	2	0
K00560: thyA, TYMS; thymidylate synthase	0	2	2	2	2
K08814: TRIB1_2; tribbles homolog 1/2	0	4	4	4	4
K00831: serC, PSAT1; phosphoserine aminotransferase	0	1	1	1	1
K01084: G6PC; glucose-6-phosphatase	0	3	3	3	3
K00428: E1.11.1.5; cytochrome c peroxidase	0	2	2	2	2
K05607: AUH; methylglutaconyl-CoA hydratase	0	1	1	1	1
K03928: yvaK; carboxylesterase	0	2	2	2	2
K08803: DAPK; death-associated protein kinase	0	18	18	18	18
K00078: DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	0	1	1	1	1
K13747: nspC; carboxynorspermidine decarboxylase	0	1	1	1	1
K05362: murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase	0	1	1	1	1
K03334: IL4I1; L-amino-acid oxidase	0	7	7	7	0
K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	0	2	2	2	2
K12944: nudI; nucleoside triphosphatase	0	2	2	2	2
K08311: nudH; putative (di)nucleoside polyphosphate hydrolase	0	2	2	2	2
K13498: trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	0	4	4	4	4
K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0	4	4	4	4
K01635: lacD; tagatose 1,6-diphosphate aldolase	0	1	1	1	0
K01693: hisB; imidazoleglycerol-phosphate dehydratase	0	6	6	6	6
K13302: SGK1; serum/glucocorticoid-regulated kinase 1	0	9	9	9	9
K13304: SGK3; serum/glucocorticoid-regulated kinase 3	0	9	9	9	9
K13303: SGK2; serum/glucocorticoid-regulated kinase 2	0	9	9	9	9
K12820: DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	0	4	4	4	4
K00757: udp, UPP; uridine phosphorylase	0	1	1	1	1
K01049: ACHE; acetylcholinesterase	0	1	1	1	0
K01627: kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	0	3	3	3	3
K03216: trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	0	2	2	2	2
K03041: rpoA1; DNA-directed RNA polymerase subunit A'	0	6	6	6	6
K03475: ulaA, sgaT; ascorbate PTS system EIIC component	0	1	0	2	0
K00108: betA, CHDH; choline dehydrogenase	0	2	2	2	2
K10222: bphD; 2,6-dioxo-6-phenylhexa-3-enoate hydrolase	0	1	1	1	1
K00163: aceE; pyruvate dehydrogenase E1 component	0	2	2	2	2
K01590: hdc, HDC; histidine decarboxylase	0	1	1	1	0
K02588: nifH; nitrogenase iron protein NifH	0	2	2	2	2
K03652: MPG; DNA-3-methyladenine glycosylase	0	2	2	2	0
K04432: MAP2K3, MKK3; mitogen-activated protein kinase kinase 3	0	1	1	1	1
K00942: E2.7.4.8, gmk; guanylate kinase	0	1	1	1	1
K08796: BRSK; BR serine/threonine kinase	0	3	3	3	3
K08723: yjjG; 5'-nucleotidase	0	2	0	2	2
K03578: hrpA; ATP-dependent helicase HrpA	0	4	4	4	4
K12256: spuC; putrescine---pyruvate transaminase	0	3	3	3	3
K01216: bglS; licheninase	0	1	1	1	0
K06668: GIN4; serine/threonine-protein kinase GIN4	0	4	4	4	4
K08859: STK35, PDIK1, CLIK1; serine/threonine kinase 35	0	6	6	6	6
K07094: pcrB; heptaprenylglyceryl phosphate synthase	0	2	0	2	0
K00940: ndk, NME; nucleoside-diphosphate kinase	0	2	2	2	2
K14338: cypD_E, CYP102A, CYP505; cytochrome P450 / NADPH-cytochrome P450 reductase	0	2	5	2	5
K00372: nasA; assimilatory nitrate reductase catalytic subunit	0	2	20	18	20
K02236: comC; leader peptidase (prepilin peptidase) / N-methyltransferase	0	4	4	4	4
K01819: E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase	0	1	1	1	1
K13980: ADH4; alcohol dehydrogenase 4	0	10	10	10	10
K13952: ADH6; alcohol dehydrogenase 6	0	10	10	10	10
K13951: ADH1_7; alcohol dehydrogenase 1/7	0	10	10	10	10
K02861: RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1	0	3	3	3	3
K01180: E3.2.1.6; endo-1,3(4)-beta-glucanase	0	2	2	2	2
K12317: GANC; neutral alpha-glucosidase C	0	5	0	5	0
K00041: uxaB; tagaturonate reductase	0	1	1	1	1
K00865: glxK, garK; glycerate 2-kinase	0	2	2	2	2
K07550: bbsB; benzoylsuccinyl-CoA thiolase BbsB subunit	0	2	2	2	2
K00272: DDO; D-aspartate oxidase	0	2	1	2	2
K00689: E2.4.1.5; dextransucrase	0	3	0	3	0
K13016: wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	0	5	5	5	5
K02054: ABC.SP.P1; putative spermidine/putrescine transport system permease protein	0	2	2	2	2
K08804: STK17; serine/threonine kinase 17	0	15	15	15	15
K06044: treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	0	1	1	1	1
K09065: argF; N-acetylornithine carbamoyltransferase	0	1	1	1	1
K04716: SGPP1; sphingosine-1-phosphate phosphatase 1	0	1	1	1	1
K01623: ALDO; fructose-bisphosphate aldolase, class I	0	3	3	3	0
K00875: rbtK; D-ribulokinase	0	1	1	1	1
K03218: rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	0	2	2	2	2
K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	0	4	4	4	4
K01129: dgt; dGTPase	0	1	1	1	1
K12818: DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22	0	5	6	5	6
K01225: CBH1; cellulose 1,4-beta-cellobiosidase	0	4	6	4	6
K01209: abfA; alpha-L-arabinofuranosidase	0	2	4	4	0
K02001: proW; glycine betaine/proline transport system permease protein	0	1	1	1	1
K08845: ARAF, ARAF1; A-Raf proto-oncogene serine/threonine-protein kinase	0	3	3	3	3
K00035: gal; D-galactose 1-dehydrogenase	0	1	1	1	1
K01479: hutG; formiminoglutamase	0	1	2	1	2
K02026: ABC.MS.P1; multiple sugar transport system permease protein	0	2	2	2	2
K11816: YUCCA; indole-3-pyruvate monooxygenase	0	3	3	3	3
K00364: E1.7.1.7, guaC; GMP reductase	0	2	2	2	2
K00518: sodN; nickel superoxide dismutase	0	2	6	2	6
K12814: PRP2; pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	0	3	5	3	5
K12815: DHX38, PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16	0	5	6	5	6
K10190: lacG, araQ; lactose/L-arabinose transport system permease protein	0	1	1	1	1
K00259: ald; alanine dehydrogenase	0	4	4	4	4
K08849: MLKL; mixed lineage kinase domain-like	0	3	3	3	3
K02439: glpE; thiosulfate sulfurtransferase	0	3	2	3	3
K08692: mtkB; malate-CoA ligase subunit alpha	0	2	2	2	2
K00435: hemQ; hydrogen peroxide-dependent heme synthase	0	1	1	1	1
K01186: NEU1; sialidase-1	0	1	1	1	0
K13832: aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase	0	2	2	2	2
K03393: pacX; phenylalanine 3-monooxygenase	0	1	1	1	1
K07509: HADHB; acetyl-CoA acyltransferase	0	2	2	2	2
K00927: PGK, pgk; phosphoglycerate kinase	0	5	5	5	5
