KO	prodigal_RW1	prodigal_GIC31	prodigal_Rleg	prodigal_RW2	prodigal_DJ
K01207: nagZ; beta-N-acetylhexosaminidase	0	3	6	3	3
K06641: CHEK2; serine/threonine-protein kinase CHEK2	0	7	7	7	7
K11481: AURKA; aurora kinase A	0	15	15	15	15
K01585: speA; arginine decarboxylase	0	3	3	3	3
K00632: fadA, fadI; acetyl-CoA acyltransferase	0	30	30	30	30
K08860: EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3	0	80	80	80	80
K02337: dnaE; DNA polymerase III subunit alpha	0	20	25	20	20
K14162: dnaE2; error-prone DNA polymerase	0	1	1	1	1
K01756: purB, ADSL; adenylosuccinate lyase	0	6	6	6	6
K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	0	6	6	6	6
K00691: mapA; maltose phosphorylase	0	1	0	1	0
K06153: bacA; undecaprenyl-diphosphatase	0	4	4	4	4
K00998: pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase	0	2	2	2	2
K01810: GPI, pgi; glucose-6-phosphate isomerase	0	15	15	15	15
K13810: tal-pgi; transaldolase / glucose-6-phosphate isomerase	0	4	4	4	4
K01222: E3.2.1.86A, celF; 6-phospho-beta-glucosidase	0	2	2	2	2
K08798: MARK; MAP/microtubule affinity-regulating kinase	0	4	4	4	4
K00819: rocD, OAT; ornithine--oxo-acid transaminase	0	4	4	4	4
K04430: MAP2K4, MKK4; mitogen-activated protein kinase kinase 4	0	21	21	21	21
K01611: speD, AMD1; S-adenosylmethionine decarboxylase	0	2	0	2	2
K03827: yjaB; putative acetyltransferase	0	1	1	1	1
K13417: SERK4, BKK1; somatic embryogenesis receptor kinase 4	0	2	2	2	2
K13416: BAK1; brassinosteroid insensitive 1-associated receptor kinase 1	0	4	4	4	4
K13418: SERK1; somatic embryogenesis receptor kinase 1	0	1	1	1	1
K08333: PIK3R4, VPS15; phosphoinositide-3-kinase, regulatory subunit 4	0	48	48	48	48
K05350: bglB; beta-glucosidase	0	9	9	9	0
K01011: TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	0	24	24	24	24
K12765: IME2; meiosis induction protein kinase IME2/SME1	0	2	2	2	2
K02301: cyoE; protoheme IX farnesyltransferase	0	1	1	1	1
K00904: DGUOK; deoxyguanosine kinase	0	2	0	2	0
K13419: pknK; serine/threonine-protein kinase PknK	0	3	3	3	3
K04730: IRAK1; interleukin-1 receptor-associated kinase 1	0	42	42	42	42
K04731: IRAK2; interleukin-1 receptor-associated kinase 2	0	6	6	6	6
K13183: DDX50; ATP-dependent RNA helicase DDX50	0	1	1	1	1
K01087: otsB; trehalose 6-phosphate phosphatase	0	1	2	1	2
K01229: LCT; lactase-phlorizin hydrolase	0	3	3	3	0
K01902: sucD; succinyl-CoA synthetase alpha subunit	0	16	16	16	16
K01899: LSC1; succinyl-CoA synthetase alpha subunit	0	8	8	8	8
K01808: rpiB; ribose 5-phosphate isomerase B	0	3	3	3	3
K01782: fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase	0	88	88	88	88
K07515: HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase	0	40	40	40	40
K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	0	8	8	8	8
K00088: IMPDH, guaB; IMP dehydrogenase	0	6	6	6	6
K03826: yiaC; putative acetyltransferase	0	1	1	1	1
K06103: CASK; calcium/calmodulin-dependent serine protein kinase	0	3	3	3	3
K08325: yqhD; NADP-dependent alcohol dehydrogenase	0	2	2	2	2
K01849: E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain	0	4	24	4	24
K00109: L2HGDH; 2-hydroxyglutarate dehydrogenase	0	1	1	1	1
K04688: RPS6KB; ribosomal protein S6 kinase beta	0	102	102	102	102
K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	0	5	5	5	5
K00376: nosZ; nitrous-oxide reductase	0	2	2	2	2
K12854: SNRNP200, BRR2; pre-mRNA-splicing helicase BRR2	0	2	2	2	2
K08790: STK38, NDR; serine/threonine kinase 38	0	2	2	2	2
K03556: malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein	0	2	2	2	2
K05714: mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	0	2	2	2	2
K08816: VRK; vaccinia related kinase	0	1	1	1	1
K01079: serB, PSPH; phosphoserine phosphatase	0	9	15	9	15
K03927: CES2; carboxylesterase 2	0	3	3	3	0
K02464: gspO; general secretion pathway protein O	0	12	9	12	12
K12761: SNF1; carbon catabolite-derepressing protein kinase	0	3	3	3	3
K00366: nirA; ferredoxin-nitrite reductase	0	3	7	3	7
K02654: pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase	0	27	27	27	27
K02278: cpaA, tadV; prepilin peptidase CpaA	0	9	9	9	9
K12978: lpxF; lipid A 4'-phosphatase	0	1	1	1	1
K03257: EIF4A; translation initiation factor 4A	0	8	8	8	8
K13025: EIF4A3, FAL1; ATP-dependent RNA helicase	0	14	14	14	14
K00605: gcvT, AMT; aminomethyltransferase	0	6	6	6	6
K10231: kojP; kojibiose phosphorylase	0	2	1	2	1
K03825: aaaT; L-phenylalanine/L-methionine N-acetyltransferase	0	1	1	1	1
K02548: menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase	0	6	4	6	2
K03179: ubiA; 4-hydroxybenzoate polyprenyltransferase	0	10	6	10	4
K02323: polB; DNA polymerase II small subunit	0	2	4	2	4
K11889: impN; type VI secretion system protein ImpN	0	8	8	8	8
K01903: sucC; succinyl-CoA synthetase beta subunit	0	12	12	12	12
K02155: ATPeV0C, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit	0	10	10	10	10
K02124: ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K	0	1	1	1	1
K03661: ATPeV0B, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit	0	9	9	9	9
K02128: ATPeF0C, ATP5G, ATP9; F-type H+-transporting ATPase subunit c	0	9	9	9	9
K02110: ATPF0C, atpE; F-type H+-transporting ATPase subunit c	0	3	3	3	3
K00872: thrB; homoserine kinase	0	2	1	2	1
K01198: xynB; xylan 1,4-beta-xylosidase	0	1	2	2	0
K07511: ECHS1; enoyl-CoA hydratase	0	20	20	20	20
K01626: E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase	0	4	6	4	6
K04516: AROA1, aroA; chorismate mutase	0	15	20	15	16
K13853: aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase	0	7	7	7	7
K01713: pheC; cyclohexadienyl dehydratase	0	10	28	10	30
K04092: tyrA1; chorismate mutase	0	9	16	9	10
K14187: tyrA; chorismate mutase / prephenate dehydrogenase	0	26	42	26	36
K01850: E5.4.99.5; chorismate mutase	0	16	24	16	20
K08826: HIPK; homeodomain interacting protein kinase	0	2	2	2	2
K04464: MAPK7; mitogen-activated protein kinase 7	0	84	36	84	84
K01803: TPI, tpiA; triosephosphate isomerase (TIM)	0	5	5	5	5
K04431: MAP2K7, MKK7; mitogen-activated protein kinase kinase 7	0	28	28	28	28
K07026: E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase	0	1	1	1	1
K07406: melA; alpha-galactosidase	0	4	4	4	4
K01781: mdlA; mandelate racemase	0	2	2	2	2
K01856: catB; muconate cycloisomerase	0	12	12	12	12
K01583: E4.1.1.19; arginine decarboxylase	0	3	3	3	3
K02178: BUB1; checkpoint serine/threonine-protein kinase	0	56	49	56	56
K00290: LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming)	0	2	2	2	4
K03183: ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	0	1	1	1	1
K00970: pcnB; poly(A) polymerase	0	4	4	4	4
K10108: malE; maltose/maltodextrin transport system substrate-binding protein	0	3	3	3	3
K01096: pgpB; phosphatidylglycerophosphatase B	0	1	1	1	1
K02500: hisF; imidazole glycerol-phosphate synthase subunit HisF	0	2	2	2	2
K01524: ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	0	2	2	2	2
K12567: TTN; titin	0	6	0	6	6
K13950: pabAB; para-aminobenzoate synthetase	0	18	18	18	18
K00548: metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	0	3	3	3	3
K05301: sorA; sulfite dehydrogenase (cytochrome) subunit A	0	1	6	1	6
K06855: MAPK4_6; mitogen-activated protein kinase 4/6	0	16	12	16	16
K04565: SOD1; superoxide dismutase, Cu-Zn family	0	6	12	6	12
K05591: dbpA; ATP-dependent RNA helicase DbpA	0	4	4	4	4
K00600: glyA, SHMT; glycine hydroxymethyltransferase	0	6	6	6	6
K08964: mtnB; methylthioribulose-1-phosphate dehydratase	0	2	1	2	2
K03426: E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase	0	2	2	2	2
K01649: leuA, IMS; 2-isopropylmalate synthase	0	2	4	2	4
K02316: dnaG; DNA primase	0	2	2	2	2
K11788: ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase	0	4	4	4	4
K11787: GART; phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase	0	24	24	24	24
K08049: ADCY9; adenylate cyclase 9	0	52	624	52	624
K08048: ADCY8; adenylate cyclase 8	0	50	650	50	650
K08043: ADCY3; adenylate cyclase 3	0	51	663	51	663
K08042: ADCY2; adenylate cyclase 2	0	49	637	49	637
K08044: ADCY4; adenylate cyclase 4	0	49	343	49	343
K08047: ADCY7; adenylate cyclase 7	0	48	336	48	336
K08041: ADCY1; adenylate cyclase 1	0	51	663	51	663
K08046: ADCY6; adenylate cyclase 6	0	51	357	51	357
K08045: ADCY5; adenylate cyclase 5	0	54	378	54	378
K01681: ACO, acnA; aconitate hydratase	0	3	3	3	3
K01682: acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase	0	4	4	4	4
K01518: NUDT2; bis(5'-nucleosidyl)-tetraphosphatase	0	4	4	4	2
K02338: dnaN; DNA polymerase III subunit beta	0	5	5	5	5
K03046: rpoC; DNA-directed RNA polymerase subunit beta'	0	21	18	21	18
K02446: glpX; fructose-1,6-bisphosphatase II	0	10	0	10	0
K09994: phnO; (aminoalkyl)phosphonate N-acetyltransferase	0	1	1	1	1
K05590: srmB; ATP-dependent RNA helicase SrmB	0	1	1	1	1
K00958: sat, met3; sulfate adenylyltransferase	0	8	12	8	36
K13811: PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase	0	8	16	12	36
K00390: cysH; phosphoadenosine phosphosulfate reductase	0	3	4	3	5
K08958: CSNK1G; casein kinase 1, gamma	0	3	3	3	3
K03575: mutY; A/G-specific adenine glycosylase	0	6	6	6	6
K05592: deaD, cshA; ATP-dependent RNA helicase DeaD	0	21	21	21	21
K13513: LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase	0	3	3	3	3
K01581: E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase	0	2	2	2	2
K03653: K03653; N-glycosylase/DNA lyase	0	3	3	3	3
K07409: CYP1A2; cytochrome P450 family 1 subfamily A2	0	10	10	10	10
K07410: CYP1B1; cytochrome P450 family 1 subfamily B1	0	8	8	8	8
K07408: CYP1A1; cytochrome P450 family 1 subfamily A1	0	9	9	9	9
K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	0	2	2	2	2
K01924: murC; UDP-N-acetylmuramate--alanine ligase	0	6	6	6	6
K02558: mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	0	2	2	2	2
K06276: PDPK1; 3-phosphoinositide dependent protein kinase-1	0	56	56	56	56
K01480: speB; agmatinase	0	1	1	1	0
K00769: gpt; xanthine phosphoribosyltransferase	0	1	1	1	1
K00611: OTC, argF, argI; ornithine carbamoyltransferase	0	1	1	1	1
K03083: GSK3B; glycogen synthase kinase 3 beta	0	49	0	49	49
K08799: MELK; maternal embryonic leucine zipper kinase	0	5	5	5	5
K08294: MKK1_2; mitogen-activated protein kinase kinase	0	6	6	6	6
K08813: STK33; serine/threonine kinase 33	0	1	1	1	1
K04486: E3.1.3.15B; histidinol-phosphatase (PHP family)	0	1	1	1	1
K01665: pabB; para-aminobenzoate synthetase component I	0	16	16	16	16
K00839: pucG; (S)-ureidoglycine---glyoxylate transaminase	0	4	4	4	2
K01255: CARP, pepA; leucyl aminopeptidase	0	4	4	4	4
K11142: LAP3; cytosol aminopeptidase	0	6	6	6	6
K03782: katG; catalase-peroxidase	0	4	4	4	4
K08269: ULK2, ATG1; serine/threonine-protein kinase ULK2	0	14	14	14	14
K06117: E3.1.3.21; glycerol-1-phosphatase	0	1	1	1	1
K01243: mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	0	1	1	1	1
K01199: EGLC; glucan endo-1,3-beta-D-glucosidase	0	2	2	2	0
K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	0	6	6	6	6
K07513: ACAA1; acetyl-CoA acyltransferase 1	0	6	6	6	6
K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	0	3	3	3	3
K04459: DUSP, MKP; dual specificity MAP kinase phosphatase	0	9	3	9	9
K05601: hcp; hydroxylamine reductase	0	6	5	6	5
K01070: frmB, ESD, fghA; S-formylglutathione hydrolase	0	1	1	1	1
K00656: E2.3.1.54, pflD; formate C-acetyltransferase	0	3	0	3	0
K00453: TDO2, kynA; tryptophan 2,3-dioxygenase	0	1	0	1	0
K03207: wcaH; colanic acid biosynthesis protein WcaH	0	1	1	1	1
K00207: DPYD; dihydropyrimidine dehydrogenase (NADP+)	0	4	8	4	8
K13531: adaB; methylated-DNA-[protein]-cysteine S-methyltransferase	0	2	2	2	2
K01953: asnB, ASNS; asparagine synthase (glutamine-hydrolysing)	0	2	2	2	2
K00466: iaaM; tryptophan 2-monooxygenase	0	1	1	1	0
K01193: INV, sacA; beta-fructofuranosidase	0	4	4	4	4
K01704: leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	0	4	4	4	4
K00810: UBIAD1; menadiol prenyltransferase	0	3	3	3	2
K13503: trpEG; anthranilate synthase	0	3	3	3	3
K01666: mhpE; 4-hydroxy 2-oxovalerate aldolase	0	4	4	4	4
K03786: aroQ, qutE; 3-dehydroquinate dehydratase II	0	1	1	1	1
K10040: peb1B, glnP, glnM; aspartate/glutamate/glutamine transport system permease protein	0	2	2	2	2
K00465: CCD1; carotenoid 9,10(9',10')-cleavage dioxygenase 1	0	1	1	1	1
K10535: hao; hydroxylamine dehydrogenase	0	1	1	1	1
K13816: rpfF; DSF synthase	0	2	2	2	2
K02080: agaI; galactosamine-6-phosphate isomerase	0	1	0	1	1
K03830: yafP; putative acetyltransferase	0	1	1	1	1
K11227: PBS2; mitogen-activated protein kinase kinase	0	3	3	3	3
K08793: STK32, YANK; serine/threonine kinase 32	0	1	1	1	1
K13278: ASPG; 60kDa lysophospholipase	0	1	0	1	1
K08688: E3.5.3.3; creatinase	0	2	2	2	2
K08867: WNK, PRKWNK; WNK lysine deficient protein kinase	0	6	6	6	6
K04457: PPM1A, PP2CA; protein phosphatase 1A	0	2	0	2	2
K04461: PPM1B, PP2CB; protein phosphatase 1B	0	3	0	3	3
K14497: PP2C; protein phosphatase 2C	0	3	0	3	3
K00040: uxuB; fructuronate reductase	0	3	3	3	3
K03732: rhlB; ATP-dependent RNA helicase RhlB	0	6	6	6	6
K04424: ZAK, MLTK; sterile alpha motif and leucine zipper containing kinase AZK	0	8	8	8	8
K00799: GST, gst; glutathione S-transferase	0	12	36	12	36
K11069: potD; spermidine/putrescine transport system substrate-binding protein	0	4	4	4	4
K01648: ACLY; ATP citrate (pro-S)-lyase	0	3	3	3	3
K08864: TLK; tousled-like kinase	0	2	2	2	2
K09251: patA; putrescine aminotransferase	0	3	3	3	3
K07314: pphB; serine/threonine protein phosphatase 2	0	1	1	1	1
K13413: MKK4_5; mitogen-activated protein kinase kinase 4/5	0	8	8	8	8
K04368: MAP2K1, MEK1; mitogen-activated protein kinase kinase 1	0	368	368	368	368
K07681: vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS	0	9	9	9	9
K12152: nudJ; phosphatase NudJ	0	1	1	1	1
K00568: ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	0	1	1	1	1
K01843: kamA; lysine 2,3-aminomutase	0	1	1	1	1
K01715: crt; enoyl-CoA hydratase	0	2	2	2	2
K11226: STE7; mitogen-activated protein kinase kinase	0	2	2	2	2
K07441: ALG14; beta-1,4-N-acetylglucosaminyltransferase	0	6	6	6	6
K07432: ALG13; beta-1,4-N-acetylglucosaminyltransferase	0	9	9	9	9
K12823: DDX5, DBP2; ATP-dependent RNA helicase DDX5/DBP2	0	10	10	10	10
K05522: nei; endonuclease VIII	0	4	4	4	4
K10227: smoE, mtlE; polyol transport system substrate-binding protein	0	2	2	2	2
K04422: MAP3K13, LZK; mitogen-activated protein kinase kinase kinase 13	0	9	9	9	9
K04423: MAP3K12, MUK; mitogen-activated protein kinase kinase kinase 12	0	6	6	6	6
K04419: MAP3K11, MLK3; mitogen-activated protein kinase kinase kinase 11	0	9	9	9	9
K04417: MAP3K9, MLK1; mitogen-activated protein kinase kinase kinase 9	0	9	9	9	9
K04418: MAP3K10, MLK2; mitogen-activated protein kinase kinase kinase 10	0	9	9	9	9
K00260: gudB, rocG; glutamate dehydrogenase	0	4	0	4	4
K03731: E2.4.1.216; trehalose 6-phosphate phosphorylase	0	2	2	2	2
K01194: TREH, treA, treF; alpha,alpha-trehalase	0	6	6	6	6
K07508: ACAA2; acetyl-CoA acyltransferase 2	0	6	6	6	6
K00880: lyxK; L-xylulokinase	0	2	2	2	2
K05546: GANAB; mannosyl-oligosaccharide alpha-1,3-glucosidase	0	2	0	2	0
K05688: PINK1; PTEN induced putative kinase 1	0	21	21	21	21
K02786: lacF; lactose PTS system EIIA component	0	3	0	3	0
K02759: celC, chbA; cellobiose PTS system EIIA component	0	3	0	3	0
K11440: gbsB; choline dehydrogenase	0	2	2	2	2
K08797: HUNK; hormonally upregulated Neu-associated kinase	0	2	2	2	2
K00481: pobA; p-hydroxybenzoate 3-monooxygenase	0	1	1	1	1
K06125: COQ2; 4-hydroxybenzoate polyprenyltransferase	0	4	4	4	4
K00202: fwdC, fmdC; formylmethanofuran dehydrogenase subunit C	0	1	5	4	4
K03785: aroD; 3-dehydroquinate dehydratase I	0	6	6	6	6
K02831: RAD53; ser/thr/tyr protein kinase RAD53	0	6	6	6	6
K03340: dapdh; diaminopimelate dehydrogenase	0	1	1	1	1
K11228: STE11; mitogen-activated protein kinase kinase kinase	0	2	2	2	2
K08966: mtnX; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	0	2	0	2	2
K00500: phhA, PAH; phenylalanine-4-hydroxylase	0	3	3	3	3
K06382: spoIIE; stage II sporulation protein E	0	1	1	1	1
K04433: MAP2K6, MKK6; mitogen-activated protein kinase kinase 6	0	50	50	50	50
K13178: DDX17; ATP-dependent RNA helicase DDX17	0	1	1	1	1
K13177: DDX1; ATP-dependent RNA helicase DDX1	0	2	2	2	2
K06228: FU; fused	0	2	2	2	2
K00805: hepS; heptaprenyl diphosphate synthase component 1	0	6	6	6	6
K05356: SPS, sds; all-trans-nonaprenyl-diphosphate synthase	0	4	4	4	4
K00797: speE, SRM, SPE3; spermidine synthase	0	3	3	3	3
K00315: DMGDH; dimethylglycine dehydrogenase	0	1	1	1	1
K03389: hdrB2; heterodisulfide reductase subunit B2	0	1	1	1	1
K01185: E3.2.1.17; lysozyme	0	1	1	1	1
K00075: murB; UDP-N-acetylmuramate dehydrogenase	0	3	3	3	3
K00952: nadM; nicotinamide-nucleotide adenylyltransferase	0	2	2	2	2
K13522: K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase	0	3	3	3	3
K10705: GAPDHS; glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	0	1	1	1	1
K01679: E4.2.1.2B, fumC, FH; fumarate hydratase, class II	0	6	6	6	6
K13018: wbpD, wlbB; UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase	0	2	2	2	2
K01247: alkA; DNA-3-methyladenine glycosylase II	0	10	10	10	4
K00527: rtpR; ribonucleoside-triphosphate reductase (thioredoxin)	0	2	2	2	2
K00643: E2.3.1.37, ALAS; 5-aminolevulinate synthase	0	3	3	3	3
K00657: speG, SAT; diamine N-acetyltransferase	0	2	2	2	2
K04463: MAP2K5, MEK5; mitogen-activated protein kinase kinase 5	0	6	6	6	6
K03715: MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase	0	2	0	2	2
K00123: fdoG, fdhF, fdwA; formate dehydrogenase major subunit	0	2	20	14	18
K01178: SGA1; glucoamylase	0	1	1	1	1
K08809: SPEG; striated muscle-specific serine/threonine protein kinase	0	5	5	5	5
K08810: TRIO; triple functional domain protein	0	6	6	6	6
K08811: TSSK, STK22; testis-specific serine kinase	0	4	4	4	4
K11479: AURKB; aurora kinase B	0	3	3	3	3
K11480: AURKC; aurora kinase C	0	2	2	2	2
K10713: fae; 5,6,7,8-tetrahydromethanopterin hydro-lyase	0	2	2	2	1
K13812: fae-hps; bifunctional enzyme Fae/Hps	0	4	4	4	2
K03148: thiF; sulfur carrier protein ThiS adenylyltransferase	0	2	2	2	2
K04420: MAP3K2, MEKK2; mitogen-activated protein kinase kinase kinase 2	0	8	8	8	8
K04421: MAP3K3, MEKK3; mitogen-activated protein kinase kinase kinase 3	0	12	12	12	12
K11946: phdG; hydratase-aldolase	0	1	1	1	1
K04514: ROCK1; Rho-associated protein kinase 1	0	44	44	44	44
K02226: cobC, phpB; alpha-ribazole phosphatase	0	4	4	4	4
K01938: fhs; formate--tetrahydrofolate ligase	0	4	4	4	4
K13403: MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase	0	2	2	2	2
K00288: MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	0	4	4	4	4
K13402: MTHFD1L; monofunctional C1-tetrahydrofolate synthase, mitochondrial	0	2	2	2	2
K03579: hrpB; ATP-dependent helicase HrpB	0	3	3	3	3
K00836: ectB, dat; diaminobutyrate-2-oxoglutarate transaminase	0	2	2	2	2
K01101: E3.1.3.41; 4-nitrophenyl phosphatase	0	1	1	1	1
K11725: LHPP; phospholysine phosphohistidine inorganic pyrophosphate phosphatase	0	4	2	4	4
K02427: rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase	0	1	1	1	1
K04440: JNK; mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase)	0	156	156	156	156
K00601: E2.1.2.2; phosphoribosylglycinamide formyltransferase	0	8	8	8	8
K08808: PSKH; protein serine kinase H	0	3	3	3	3
K11261: fwdE, fmdE; formylmethanofuran dehydrogenase subunit E	0	1	1	1	1
K00830: AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase	0	6	6	6	6
K13430: PBS1; serine/threonine-protein kinase PBS1	0	2	2	2	2
K00169: porA; pyruvate ferredoxin oxidoreductase alpha subunit	0	8	8	8	8
K01925: murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase	0	3	3	3	3
K06957: tmcA; tRNA(Met) cytidine acetyltransferase	0	1	2	1	1
K00153: E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase	0	1	1	1	1
K14510: CTR1; serine/threonine-protein kinase CTR1	0	3	3	3	3
K13523: AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase	0	4	4	4	4
K12155: CYP79F2; homomethionine N-monooxygenase	0	4	4	4	4
K01743: E4.2.1.1; carbonic anhydrase	0	1	1	1	1
K13117: DHX35; ATP-dependent RNA helicase DDX35	0	4	4	4	4
K02075: ABC.ZM.P; zinc/manganese transport system permease protein	0	1	1	1	1
K09819: ABC.MN.P; manganese/iron transport system permease protein	0	3	3	3	3
K01103: PFKFB3; 6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3	0	3	3	3	3
K01476: E3.5.3.1, rocF, arg; arginase	0	3	3	3	0
K11916: stk1; serine/threonine-protein kinase Stk1	0	2	2	2	2
K03332: fruA; fructan beta-fructosidase	0	1	1	1	1
K01190: lacZ; beta-galactosidase	0	3	9	6	3
K13007: wbpL; glycosyltransferase WbpL	0	1	1	1	1
K01939: purA, ADSS; adenylosuccinate synthase	0	2	2	2	2
K01640: E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase	0	5	5	5	5
K08280: wbbJ; lipopolysaccharide O-acetyltransferase	0	1	3	1	0
K11532: glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase	0	5	0	5	0
K01655: LYS21, LYS20; homocitrate synthase	0	4	6	4	6
K00055: E1.1.1.90; aryl-alcohol dehydrogenase	0	4	4	4	4
K08802: SNRK; SNF related kinase	0	3	3	3	3
K00381: cysI; sulfite reductase (NADPH) hemoprotein beta-component	0	4	8	4	8
K11938: cof; HMP-PP phosphatase	0	1	0	1	1
K13988: NUDT9; ADP-ribose pyrophosphatase	0	1	1	1	1
K02037: pstC; phosphate transport system permease protein	0	2	2	2	2
K01104: E3.1.3.48; protein-tyrosine phosphatase	0	2	2	2	2
K05823: dapL; N-acetyldiaminopimelate deacetylase	0	2	2	2	0
K04365: BRAF; B-Raf proto-oncogene serine/threonine-protein kinase	0	47	47	47	47
K12766: MDS1, RIM11; serine/threonine-protein kinase MDS1/RIM11	0	2	0	2	2
K00895: pfp, PFP; diphosphate-dependent phosphofructokinase	0	3	3	3	0
K03692: E2.4.1.213; glucosylglycerol-phosphate synthase	0	1	1	1	1
K00876: udk, UCK; uridine kinase	0	2	2	2	2
K03342: pabBC; para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase	0	6	6	6	6
K02619: pabC; 4-amino-4-deoxychorismate lyase	0	3	3	3	3
K11265: ADCY10; adenylate cyclase 10	0	18	48	18	48
K04702: PIM1; proto-oncogene serine/threonine-protein kinase Pim-1	0	6	6	6	6
K08806: PIM2; proto-oncogene serine/threonine-protein kinase Pim-2	0	3	3	3	3
K08807: PIM3; proto-oncogene serine/threonine-protein kinase Pim-3	0	1	1	1	1
K01836: PGM3; phosphoacetylglucosamine mutase	0	1	1	1	1
K13830: ARO1; pentafunctional AROM polypeptide	0	4	4	4	4
K01452: E3.5.1.41; chitin deacetylase	0	1	1	1	1
K10801: MBD4; methyl-CpG-binding domain protein 4	0	6	6	6	6
K04456: AKT; RAC serine/threonine-protein kinase	0	200	200	200	200
K13511: TAZ; monolysocardiolipin acyltransferase	0	2	2	2	0
K01631: dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase	0	1	1	1	1
K00282: gcvPA; glycine dehydrogenase subunit 1	0	4	4	4	4
K01783: rpe, RPE; ribulose-phosphate 3-epimerase	0	3	3	3	3
K01814: hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	0	2	2	2	2
K03077: araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase	0	6	8	8	8
K05556: actVI1, RED1; ketoreductase RED1	0	2	2	2	2
K02349: POLQ; DNA polymerase theta	0	1	1	1	1
K11715: ERN2; serine/threonine-protein kinase/endoribonuclease IRE2	0	1	2	1	2
