index	L1	L2	L3	KO	Function	EC	Count
1115	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
1808	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
2230	Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K01963	accD; acetyl-CoA carboxylase carboxyl transferase subunit beta	6.4.1.2 2.1.3.15	1
1247	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
3254	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
5315	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K08324	sad; succinate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.24	1
7721	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K07547	bbsC; 2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsC subunit	1.1.1.35	1
53635	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00344	qor, CRYZ; NADPH:quinone reductase	1.6.5.5	2
3109	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	1
3242	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00609	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	2.1.3.2	1
7853	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01502	E3.5.5.7; aliphatic nitrilase	3.5.5.7	1
3214	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K01779	racD; aspartate racemase	5.1.1.13	2
6631	Metabolism	Metabolism of terpenoids and polyketides	Nonribosomal peptide structures [PATH:ko01054]	K01779	racD; aspartate racemase	5.1.1.13	2
3045	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01486	ade; adenine deaminase	3.5.4.2	1
783	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K08678	UXS1, uxs; UDP-glucuronate decarboxylase	4.1.1.35	1
36086	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K09655	B4GALNT2; beta-1,4-N-acetylgalactosaminyltransferase 2	2.4.1.-	1
896	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
995	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
1116	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
2231	Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
3527	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein	6.4.1.2 6.4.1.3 6.3.4.14	1
54150	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00754	bshA; L-malate glycosyltransferase	2.4.1.-	1
53527	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K11167	DHRS7C; dehydrogenase/reductase SDR family member 7C	1.1.-.-	1
3958	Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K01555	FAH, fahA; fumarylacetoacetase	3.7.1.2	1
7841	Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01555	FAH, fahA; fumarylacetoacetase	3.7.1.2	1
49092	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01555	FAH, fahA; fumarylacetoacetase	3.7.1.2	1
2993	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00951	relA; GTP pyrophosphokinase	2.7.6.5	1
3904	Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K01663	HIS7; imidazole glycerol-phosphate synthase	4.3.2.10	1
734	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
5007	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K13015	wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase	1.1.1.136	1
5125	Metabolism	Metabolism of cofactors and vitamins	Thiamine metabolism [PATH:ko00730]	K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
9172	Genetic Information Processing	Folding, sorting and degradation	Sulfur relay system [PATH:ko04122]	K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
40798	Brite Hierarchies	Protein families: genetic information processing	Transfer RNA biogenesis [BR:ko03016]	K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
45404	Brite Hierarchies	Protein families: genetic information processing	Mitochondrial biogenesis [BR:ko03029]	K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
49644	Brite Hierarchies	Protein families: signaling and cellular processes	Prokaryotic defense system [BR:ko02048]	K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	2
1219	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K01615	gcdA; glutaconyl-CoA decarboxylase subunit alpha	7.2.4.5	1
7520	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K01615	gcdA; glutaconyl-CoA decarboxylase subunit alpha	7.2.4.5	1
47337	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01615	gcdA; glutaconyl-CoA decarboxylase subunit alpha	7.2.4.5	1
3096	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01428	ureC; urease subunit alpha	3.5.1.5	1
3731	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01428	ureC; urease subunit alpha	3.5.1.5	1
7870	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01428	ureC; urease subunit alpha	3.5.1.5	1
28679	Human Diseases	Infectious disease: bacterial	Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	K01428	ureC; urease subunit alpha	3.5.1.5	1
3095	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01427	URE; urease	3.5.1.5	1
3730	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K01427	URE; urease	3.5.1.5	1
7869	Metabolism	Xenobiotics biodegradation and metabolism	Atrazine degradation [PATH:ko00791]	K01427	URE; urease	3.5.1.5	1
37055	Brite Hierarchies	Protein families: metabolism	Amino acid related enzymes [BR:ko01007]	K14261	alaC; alanine-synthesizing transaminase	2.6.1.-	1
4861	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K03274	gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase	5.1.3.20	1
36470	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K03274	gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase	5.1.3.20	1
4452	Metabolism	Metabolism of other amino acids	D-Alanine metabolism [PATH:ko00473]	K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	6.1.1.13	1
10538	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	6.1.1.13	1
29589	Human Diseases	Infectious disease: bacterial	Staphylococcus aureus infection [PATH:ko05150]	K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	6.1.1.13	1
33838	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	6.1.1.13	1
51624	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K03367	dltA; D-alanine--poly(phosphoribitol) ligase subunit 1	6.1.1.13	1
3312	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00060	tdh; threonine 3-dehydrogenase	1.1.1.103	1
10605	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K01644	citE; citrate lyase subunit beta / citryl-CoA lyase	4.1.3.34	1
991	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase	4.1.3.24 4.1.3.25	2
1301	Metabolism	Carbohydrate metabolism	C5-Branched dibasic acid metabolism [PATH:ko00660]	K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase	4.1.3.24 4.1.3.25	2
1824	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase	4.1.3.24 4.1.3.25	2
1913	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K08691	mcl; malyl-CoA/(S)-citramalyl-CoA lyase	4.1.3.24 4.1.3.25	2
4073	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00285	dadA; D-amino-acid dehydrogenase	1.4.5.1	1
1251	Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00043	gbd; 4-hydroxybutyrate dehydrogenase	1.1.1.61	1
3438	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
34791	Brite Hierarchies	Protein families: metabolism	Protein phosphatases and associated proteins [BR:ko01009]	K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
49070	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K01251	E3.3.1.1, ahcY; adenosylhomocysteinase	3.3.1.1	1
2068	Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00363	nirD; nitrite reductase (NADH) small subunit	1.7.1.15	1
3132	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K00945	cmk; CMP/dCMP kinase	2.7.4.25	1
10088	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K06074	btuD; vitamin B12 transport system ATP-binding protein	7.6.2.8	1
46108	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K06074	btuD; vitamin B12 transport system ATP-binding protein	7.6.2.8	1
5259	Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K01440	PNC1; nicotinamidase	3.5.1.19	2
23530	Organismal Systems	Aging	Longevity regulating pathway - multiple species [PATH:ko04213]	K01440	PNC1; nicotinamidase	3.5.1.19	2
3863	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K01259	pip; proline iminopeptidase	3.4.11.5	1
35813	Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K01259	pip; proline iminopeptidase	3.4.11.5	1
305	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions [PATH:ko00040]	K03331	DCXR; L-xylulose reductase	1.1.1.10	1
614	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K01210	E3.2.1.58; glucan 1,3-beta-glucosidase	3.2.1.58	1
629	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00978	rfbF; glucose-1-phosphate cytidylyltransferase	2.7.7.33	1
833	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00978	rfbF; glucose-1-phosphate cytidylyltransferase	2.7.7.33	1
4948	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00978	rfbF; glucose-1-phosphate cytidylyltransferase	2.7.7.33	1
3283	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K02204	thrB2; homoserine kinase type II	2.7.1.39	1
3828	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K12253	aruI; 5-guanidino-2-oxopentanoate decarboxylase	4.1.1.75	1
924	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01759	GLO1, gloA; lactoylglutathione lyase	4.4.1.5	1
53514	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00540	fqr; F420H(2)-dependent quinone reductase	1.1.98.-	2
45938	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02057	ABC.SS.P; simple sugar transport system permease protein		1
3345	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase	1.5.3.1 1.5.3.7	1
3675	Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase	1.5.3.1 1.5.3.7	1
15461	Cellular Processes	Transport and catabolism	Peroxisome [PATH:ko04146]	K00306	PIPOX; sarcosine oxidase / L-pipecolate oxidase	1.5.3.1 1.5.3.7	1
55246	Not Included in Pathway or Brite	Unclassified: genetic information processing	Translation	K13926	rbbA; ribosome-dependent ATPase		1
3510	Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K11410	acdH; short-chain 2-methylacyl-CoA dehydrogenase	1.3.8.5	1
4418	Metabolism	Metabolism of other amino acids	Cyanoamino acid metabolism [PATH:ko00460]	K13035	NIT4; beta-cyano-L-alanine hydratase/nitrilase	3.5.5.4 4.2.1.65	1
572	Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism [PATH:ko00053]	K00107	ALO; D-arabinono-1,4-lactone oxidase	1.1.3.37	1
9330	Genetic Information Processing	Replication and repair	DNA replication [PATH:ko03030]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
9496	Genetic Information Processing	Replication and repair	Mismatch repair [PATH:ko03430]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
9543	Genetic Information Processing	Replication and repair	Homologous recombination [PATH:ko03440]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
43494	Brite Hierarchies	Protein families: genetic information processing	DNA replication proteins [BR:ko03032]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
45108	Brite Hierarchies	Protein families: genetic information processing	DNA repair and recombination proteins [BR:ko03400]	K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	1
10028	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		2
17349	Cellular Processes	Cellular community - prokaryotes	Quorum sensing [PATH:ko02024]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		2
46004	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K01996	livF; branched-chain amino acid transport system ATP-binding protein		2
2558	Metabolism	Lipid metabolism	Glycerolipid metabolism [PATH:ko00561]	K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase	2.4.1.208	1
36140	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase	2.4.1.208	1
11259	Environmental Information Processing	Signal transduction	MAPK signaling pathway - plant [PATH:ko04016]	K14509	ETR, ERS; ethylene receptor	2.7.13.-	1
14136	Environmental Information Processing	Signal transduction	Plant hormone signal transduction [PATH:ko04075]	K14509	ETR, ERS; ethylene receptor	2.7.13.-	1
3838	Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K09472	puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase	1.2.1.99	1
3223	Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K09758	asdA; aspartate 4-decarboxylase	4.1.1.12	1
3474	Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K09758	asdA; aspartate 4-decarboxylase	4.1.1.12	1
40546	Brite Hierarchies	Protein families: genetic information processing	Ribosome biogenesis [BR:ko03009]	K03212	rumB; 23S rRNA (uracil747-C5)-methyltransferase	2.1.1.189	1
3769	Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	3
4594	Metabolism	Glycan biosynthesis and metabolism	Various types of N-glycan biosynthesis [PATH:ko00513]	K14434	GALT-1; alpha 1,6-fucoside beta 1,4-galactosyltransferase	2.4.1.-	1
36100	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K14434	GALT-1; alpha 1,6-fucoside beta 1,4-galactosyltransferase	2.4.1.-	1
10842	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K11230	SSK2; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
11354	Environmental Information Processing	Signal transduction	MAPK signaling pathway - yeast [PATH:ko04011]	K11230	SSK2; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
34293	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K11230	SSK2; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
4826	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
33835	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
36398	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase	2.3.1.129	1
33826	Human Diseases	Drug resistance: antimicrobial	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
36630	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
44692	Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K01448	amiABC; N-acetylmuramoyl-L-alanine amidase	3.5.1.28	1
18447	Organismal Systems	Immune system	Toll and Imd signaling pathway [PATH:ko04624]	K01446	PGRP; peptidoglycan recognition protein		1
5036	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K05365	mrcB; penicillin-binding protein 1B	2.4.1.129 3.4.16.4	1
36236	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K05365	mrcB; penicillin-binding protein 1B	2.4.1.129 3.4.16.4	1
36569	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K05365	mrcB; penicillin-binding protein 1B	2.4.1.129 3.4.16.4	1
5170	Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism [PATH:ko00740]	K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	2.5.1.78	1
12964	Environmental Information Processing	Signal transduction	Calcium signaling pathway [PATH:ko04020]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
13503	Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
13589	Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
20857	Organismal Systems	Endocrine system	Thyroid hormone signaling pathway [PATH:ko04919]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
21273	Organismal Systems	Circulatory system	Cardiac muscle contraction [PATH:ko04260]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
21382	Organismal Systems	Circulatory system	Adrenergic signaling in cardiomyocytes [PATH:ko04261]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
21658	Organismal Systems	Digestive system	Pancreatic secretion [PATH:ko04972]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
30685	Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
31606	Human Diseases	Neurodegenerative disease	Spinocerebellar ataxia [PATH:ko05017]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
31903	Human Diseases	Neurodegenerative disease	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
32806	Human Diseases	Cardiovascular disease	Hypertrophic cardiomyopathy [PATH:ko05410]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
32877	Human Diseases	Cardiovascular disease	Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
32966	Human Diseases	Cardiovascular disease	Dilated cardiomyopathy [PATH:ko05414]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
32982	Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K05853	ATP2A; P-type Ca2+ transporter type 2A	7.2.2.10	3
4104	Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00486	KMO; kynurenine 3-monooxygenase	1.14.13.9	1
5061	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K04478	sgtB; monofunctional glycosyltransferase	2.4.1.129	1
36243	Brite Hierarchies	Protein families: metabolism	Glycosyltransferases [BR:ko01003]	K04478	sgtB; monofunctional glycosyltransferase	2.4.1.129	1
36597	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K04478	sgtB; monofunctional glycosyltransferase	2.4.1.129	1
2919	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01587	PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase	4.1.1.21 6.3.2.6	2
3148	Metabolism	Nucleotide metabolism	Pyrimidine metabolism [PATH:ko00240]	K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase	2.4.2.9	1
38957	Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K02825	pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase	2.4.2.9	1
2309	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K06445	fadE; acyl-CoA dehydrogenase	1.3.99.-	1
714	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase	2.7.7.23 2.7.7.83	3
3361	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K12235	SRR; serine racemase	5.1.1.18	1
46031	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02030	ABC.PA.S; polar amino acid transport system substrate-binding protein		1
5045	Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K08384	spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)		1
36584	Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K08384	spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)		1
989	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K14448	mcd; (2S)-methylsuccinyl-CoA dehydrogenase	1.3.8.12	1
12937	Environmental Information Processing	Signal transduction	Calcium signaling pathway [PATH:ko04020]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
13523	Environmental Information Processing	Signal transduction	cAMP signaling pathway [PATH:ko04024]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
13580	Environmental Information Processing	Signal transduction	cGMP-PKG signaling pathway [PATH:ko04022]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
21167	Organismal Systems	Endocrine system	Aldosterone synthesis and secretion [PATH:ko04925]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
21334	Organismal Systems	Circulatory system	Adrenergic signaling in cardiomyocytes [PATH:ko04261]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
21546	Organismal Systems	Digestive system	Salivary secretion [PATH:ko04970]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
21669	Organismal Systems	Digestive system	Pancreatic secretion [PATH:ko04972]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
21944	Organismal Systems	Digestive system	Mineral absorption [PATH:ko04978]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
22058	Organismal Systems	Excretory system	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	K05850	ATP2B; P-type Ca2+ transporter type 2B	7.2.2.10	2
2923	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	2
2459	Metabolism	Lipid metabolism	Steroid hormone biosynthesis [PATH:ko00140]	K00044	HSD17B1; 17beta-estradiol 17-dehydrogenase	1.1.1.62	1
20252	Organismal Systems	Endocrine system	Ovarian steroidogenesis [PATH:ko04913]	K00044	HSD17B1; 17beta-estradiol 17-dehydrogenase	1.1.1.62	1
2283	Metabolism	Lipid metabolism	Fatty acid elongation [PATH:ko00062]	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase	1.1.1.62 1.1.1.330	1
2464	Metabolism	Lipid metabolism	Steroid hormone biosynthesis [PATH:ko00140]	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase	1.1.1.62 1.1.1.330	1
2868	Metabolism	Lipid metabolism	Biosynthesis of unsaturated fatty acids [PATH:ko01040]	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase	1.1.1.62 1.1.1.330	1
